Sentence,Label
"If I understand the question, then Resharper calls this 'inline method' - Ctrl - R + I",0
I have also tried to use.,0
"Your implementation looks absolutely fine to me! A range-based away subscript is a type for performance reasons. It does not copy the indicated sub-array, instead it just points to the range defined by the you provide to the subscript.",1
"Pretty outstanding book: Gives you a good overview of the architecture of SSAS, as well as the query language MDX, and administrative/maintenance overview. A good primer for a developer OR a system administrator.",1
"No, and I would be very afraid if there was.",-1
"Perhaps this should be item #0, decide whether we want to work with Maven or Gradle.",0
Awesome! Thanks.,1
I suggest making a tooltip with the title of the context help article (a popup)  when the user hovers the question mark icon.,0
"It works for me, both in container and in testing with WicketTester.",0
On the other hand the BundleActivator should not be exported and can as well be moved to the osgi.impl package.,0
this works super for me! (no pun intended),1
Why the hell is this not a bug?,-1
"Hi Sandy,Thanks so much to give me such comments, that's really helpful, I will update this later.",1
Patch adds javadoc for the newly added tests.,0
"In some cases there is a trade that you need to do, thus you should take into account your project's requirements.",0
"> Can we have 32-bit processes calling into a 64-bit BufferQueue or vice-versa?The 32-bit process would be calling in to a different BufferQueue, right?",0
"Well it's me that didn't get the whole point, now i got more, sorry for the noise.",-1
Thanks Nat. The external data is large (external search results) so it's not possible to keep it as a new list. We're a SharePoint plugin so I can't guarantee that the BDC will be available at all installations. I guess I'm kind of out of luck with your suggestions but I appreciate the answer!,1
one problem is that clang bitches if I don't use any % in the FMT... I've made COOKIE and one extra arg mandatory ;),-1
"As mentioned there to fix the issues blueprint code that calls out to any kind of client code (reference listeners, service listeners, initialiser methods) should not hold the full BlueprintRepository lock, which allows deadlocks like the two observed.",0
I want the next item to be dequeued when the previously dequeued item has been consumed by the caller (as there is no facility to enqueue an item again). So I am using the unbuffered channel for this synchronization.,0
"No, just WIP crap.",-1
"@MaximilianBöther I'm sorry to hear that... Maybe you can get in touch with the developers of BaronReplays and ask them to help you out? If not, I'm afraid I cannot help you much more! Regards, Rodit",-1
"Ahh, I see.  :)I'm not seeing an isEmpty() method for the Cursor class.  Should I check for moveToFirst == false instead?Also, while I'm on this, is there a reason we call the CursorLoader parameter CursorLoaderLoader and the Cursor parameter cursorLoader?  Can I change them to just cursorLoader and cursor?",1
This has been answered well here: http://stackoverflow.com/questions/1566234/sniffer-for-localhost-windows-os/2066819#2066819,0
Raymond Chen has a really excellent blog post on this:,1
"Holy hell, I think I found one problem with turning a bignum into anything else.",-1
great thanks! serverfault.com - the new server admin equivalent of stackoverflow!,1
Brings this patch back up to trunk level.,0
"to forget too..Specific code for containers 1 and 2 edit parts",0
"Was the fix for one issue more responsible for the performance loss than the other?",0
"@sixlettervariables: No, I'm not asking. I'm scared of the answer.",-1
"`ROW_NUMBER()` paging emulation, or SQL Server 2012's `OFFSET .. FETCH` clause can be quite slow for high page numbers: http://www.4guysfromrolla.com/webtech/042606-1.shtml. In that case, the [seek method](http://stackoverflow.com/a/19610367/521799) might be a better choice, as it allows for paging in constant time.",0
"I'm trying to make a link inside the fancybox single image title. I want it to redirect me to another fancybox window (witch is inline)... I have a script that makes the whole single image a link, but this targets my document title instead of the anchor title... I really hope someone will have a solution or a better idea on how to do it!! :) Thank you thank you thank yooou! :) btw: I have almost never worked with scripts.. In depth anyways...",1
"We stillimplement the Serializable interface.",0
Remember you should use FULLY QUALIFIED CLASSNAME.,0
@Johannes yeah...definitely positive!,1
"Thanks Amit & Vivek - Committed at r907620.--Ashish",1
We dropped check for references; we need to always compact if references.,0
"Kevin, we already have that -- the jobs are named after the file (if you run pig myfile.pig), but you can override the name with ""set job.name myname""With this ticket, that job name would essentially become a prefix.",0
"needs to be space around the => eg  $postid => $post",0
Thanks! Will translate this step-by-step guide into dev-gwt-super-dev-mode.txt or some such in the next patch set.,1
"Thanks, Oliver!",1
( Should be visible in a couple of days ).,0
It is incredibly frustrating that Outlook does not preserve the timestamp when you export. I have no idea why they decided to omit that.,-1
Do the same tests work fine on 1.5.0dev?,0
"That bit can go as well, but it's copied from the commit message - the primary goal of the commit is to ensure that things don't crash, however there was an attempt at making the fix work with the least slowdown. Perhaps that bit can go out and just mention the stuff about re-entrancy :)",1
Wow! That was an astoundingly fast and informative response by all! I am very impressed. I will add a couple more comments below. Thanks all!,1
"I assume a ValidationError is thrown because ""false"" is a string and not a boolean?   I would have loved a failure explanation comment here similar to the ones you provide elsewhere since I glazed over the quotes during my 1st pass.  But given there are like no comments in this file. I won't demand it :-)",1
Is there a C# equivalent for ?,0
"Of course, that would be a separate bug...",0
find_or_create_conversation() cannot return a NULL pointer by design. It makes dissect_payload label useless.,0
"This appears to be an extremely ugly workaround that is going to bite somebody in the ass in the future. Comments, please?",-1
I have a menu of links that need to have additional parameters added using data from cookies. I need to be able to do this client-side and not server-side. Basically I have a menu like this: And a cookie with a number like this: I am trying to get the 'users_number' to be included as a POST parameter to all of the links on that menu (ie. /link/to/page1?users_number=thecookievalue) What I don't want is users to be able to see this in their URL bar. Right now I am using: This functions as I wanted but I am trying to figure out how to do this in a way where the user does not see the ?parameters at the end of their URL. Is there a way to do this same thing but without them being able to see it? Any help would be hugely appreciated -- thanks!,1
"The StackOverflow transcripts are enormous, and sometimes I want to link to a little bit within it. How do I create an HTML anchor in a FogBugz wiki page?",0
"Sorry, I don't understand why all of these arguments are ""const""?  Surely ""env"" is being modified by the callers, so it cannot be considered a constant?",0
"{quote}I don't really know much about NamedSPILoader but I think what you're suggesting. How would we support Factories loading unrelated classes like they can through ResourceLoader now? Assume they're on the classpath and use Class.forName?{quote}It needs more discussion (and input from Uwe would help!), but it works like Charset.forName(""ASCII"") etc. We use this already for codecs and postingsformats (Codec.forName, Codec.listAllCodecs, ...).Have a look at lucene/core/src/resources/META-INF/services for the idea. Basically you ""register"" your classes inyour jar file this way: additional jar files (e.g. look at lucene/test-framework/src/resources/META-INF) can load more classes.So this could support some idea like TokenizerFactory.forName(""Whitespace"") or something simple like that. So someone would not need to use org.apache.solr.analysis.xxx namespace to be able to load their analyzer stuff easily, they use whatever package they want and register in their META_INF. And added jar files (other analysis jars), are automatically available this way.I think Uwe mentioned this idea before, though I think he had Analyzers in mind (e.g. provide language code and get back analyzer or something). Anyway thats for another issue :)Just something worth consideration if we want to make these modules really pluggable. On the other hand we shouldn't use anything overkill if its not the right fit... ",1
"Yes, just made the same observation.",0
"Perhaps it would be easier to make ClobLocatorInputStream a wrapper around ClobLocatorReader, and ClobLocatorOutputStream a wrapper around ClobLocatorWriter?",0
Would you please try the patch? Thanks very much!,1
Latest commits now include filemgr and workflowmgr integration.,0
"Sorry Avdhesh, I forgot to add these two files to the patch, here is the new patch containing the missing files",-1
Very useful thankyou!,1
Try to use the System.DateTime class.,0
How can i solve it.,0
"Hi I just started playing with Mongoose. It seems pretty awesome! Now coming from a Django background, how would one implement a type of options field like: So that it can be set like status = Open or something like that. Or should this just be a normal String field and I set it accordingly in my app?",1
It's very painful to add multiple tickets to Trac or to have it as your own todo list. That causes people to use their own task management tools so tasks are then spread all around. Is there any plugin or macro that would quicken the process of adding a ticket?,-1
The static methods have unique-enough names that this might work well.,0
"That's right, I have no plans to replace the existing system, sidecar is an excellent analogy.",0
We can borrow some design techniques etc.,0
"We are working in real estate project, there we have image and video uploads in many places. We are started with in few places, But now we found an issue that it does not work if the flash player not installed in the browser. Its working only after installed the flash player in browser. This is really worrying. We should not force user to install flash player to upload images/video. How to handle this issue?",-1
Select the JRE that is used for your projects and hit edit.,0
"Hey Chris,you just moved the files right?!",0
@Cocowalla: the finalizer should dispose the unmanaged mutexes unless it can't know if the mutex was created by the managed app or attached to an existing one.,0
It does not support postgres yet.,0
"[~bikassaha] Thanks for the heads-up Bikas! This JIRA is not concerned with the Tez integration for Pig and is simply the abstraction in Pig to allow for alternate ExecutionEngines in Pig. But will certainly change this on the Tez integration side of stuff.Thanks a lot [~cheolsoo] for continuing this! I think everything looks good from my end. I can certainly see why we may want to keep this on a different branch until everything is finalized. Certain things may still need more work. For example, OutputStats is not completed abstracted out, as it still has references to POStore which is a MR implementation construct. ScriptState/PPNL/JobStats may still need more abstraction (especially PPNL) and reworking to incorporate a new ExecutionEngine abstraction. I think what we have done here is the minimum foundation for an abstraction though, and it would be appropriate to put into trunk, but these are not my decisions to make. With regard to public methods that were changed, I don't think most of them are a big deal, besides as Cheolsoo said, the PigServer throwing PigException. I never thought IOException was a good exception to throw, but I think reverting PigServer back to IOException as it is userfacing code is not a big deal. The rest of the method signature changes shouldn't be worrisome because most of them are internal to the project. However, the change from JobStats to MRJobStats, while necessary (as each ExecutionEngine would have it's own type of JobStats it would present to the end user), could be problematic because it is userfacing code and would probably break people who were previously using JobStats. That I think is the most important thing to keep in mind. The task of making the PPNL and JobStats clearly tied to the ExecutionEngine should be thought through also.",1
"Hi Sebb,In these cases 'this' and 'connectionPool' refer to the same object.",0
"Do you have a different desired text change, or is it dead?",0
Check out this though personally I recommend you the backbone - it's very agile and fast to learn + leaves you with a lot of freedom and happiness :) But imo the special thing about the backbone compared to others is the community - and no fancy feature can replace that!,1
"Ah, this was actually dumb...I solved it. I had two checked out directories that were both very much the same. I was in Eclipse and I didn't realize that I had been editing the wrong file all along. STUPID! STUPID! STUPID! Oh well it's not a total loss, now you all get to see how to fix ff3.",-1
"Too complex, breaks the third rule of the zen of python.",0
"or, for example, you're suppressing attribute error ""timeutils doesn't have normalize_time"" and causing a debugging nightmare because you're catching Exception instead of something relevant",-1
"Have you tried using SetWindowPos. This is the canonical function for moving, resizing and setting z-order in Windows. There is a SWP_NOACTIVATE flag you can use. Look at (VS.85).aspx. I have not tried this on a window belonging to another process, but it is probably worth a try.",0
yes,0
these are essentially renamed to ProjectScopedPayload.version etc in a dependent change: https://review.openstack.org/#/c/162196/,0
Yes exactly -- sorry to be so unclear.,-1
"Why this special case? It did not exist before and all it callers seem to take it from a tvb (except for a hard-coded 2000 in EnhancedAlarmMessage, which seems wrong too as the length is not checked there?)",-1
Are the two the same thing or ?,0
Problem ensuing from source files inconsistency,0
"Here is the curent state. It is the samples/servlet/src/script/share build.xml. It work for tomcat5x (it is hard coded). The test are passe but I need to removeTestSampleFilter.java, TestFilterHttpHeaders.java and TestBasicAuthentication.java from thetest execution. I don't know why they failed but continu to look at this.Nicolas,",0
I'm new to FILE_NAME language.,0
"Thanks Uma for looking at the Jira.I think it should work fine with BPOfferService#registrationSucceeded(..) synchronized.Will post a patch soon after verifying it. ",1
"DataDictionaryImplo The header comments on getUncachedPermDescriptor() getPermDescriptor(), and dropAllPermDescriptors() look like they were copied from pre-existing methods, so they should be revised to describe the new methods.",0
"The output HTML is along the lines of ""<dt>{{int:this-message}}</dt><dd><a href=""/w/api.php?lots=of&parameters=here"">api.php?lots=of&parameters=here</a></dd>"". The colon seems implied by the <dt>; I'm not sure whether it should be added in the messages or with CSS or just left implied, or if we should have these be punctuated as sentences and ignore the semantically-implied colon.",0
"It'll work, it is just incredibly annoying and spy-ware-esque.",-1
"why use -100? from the code below, it seems you meant -1 here.",0
"However, having said that, if you have a concrete need for modifying the mock request created by CODE_FRAGMENT manually and then having that re-used with CODE_FRAGMENT, you can create the FILE_NAME in your project.",0
The Java profiler is an excellent commercial solution. You can find further information in the docs on and .,1
"added reg key for ""icon view"" folder ItemPos",0
"but cd() returns boolI don't think absolutePath() is a valid method call on bool",-1
Awesome speedup! Finally all this work shows great results!!,1
"consider this as a sanity check. the important thing here is that directories (at least before DNE) can't be striped, so we should not try to use LOV EA as a striping information for destroy, etc.so, instead of checking in destroy and setattr for type, the trying to load striping, then check whether striping exists, just call the function and no striping will be created in memory for directories..",0
"If i give will the search engine consider rel="""" to be noindex, nofollow?",0
Every framework will benefit from that!,0
Like this: CODE_FRAGMENT.,0
Patch applied. Thanks Matt!,1
Committed. Thanks Siying,1
"Now, I can see this from the traces too.",0
"Hi Aidan, can you review this change please, thanks.",1
"Hi [~wikimore], [~michaelstockton], or any other Ruby user: I'd really like to commit that, but I need someone of you to review and confirm before. So if you want this being part of the next release .... thank you!",1
What is your question? What is not working as it should?,0
I agree with Erik the message is an non-issue and can stay as is. I was just curious about the plan to merge the other two commits. But even that doesn't really matter.,0
"""Toolkit"" usually stands for ""development tool"". See e.g. http://en.wikipedia.org/wiki/List_of_toolkits",0
"I agree, that's a good idea.",1
The problem here was simply that an EJBs class may not be one of its BeanTypes.,0
"I know techsmith has a screen recorder api called that you can access programatically. I haven't used it, but I've used the snagit api by the same company and it's excellent.",1
Your example files are well-formed XHTML. Excellent! This means you can use a simple XSLT script. See,1
This is a java problem.,0
"The change is now that in Lucene 4.0 all Analyzers are required to reuse TokenStream instances, so the StopFilter is only produced only once in your application (when the Analyzer is created).",0
"As you noticed in your former review, my patch originally allowed this by the presence of a MSG_IS_ERROR flag that was passed to the callback. John suggested we leave llapi_printf() alone.Next patchset implements your suggestion with two distinct callbacks, which I find clean & flexible.",1
{quote}You are messing down deep below hbase in dfs.,-1
I'm still a bit confused to why the LHS is not included in this branch. I'm probably just not understanding something.,-1
"Committed, thanks Sambavi.",1
Your variables are pointing at the same object. I'd be worried if they weren't equal!,0
"I'm trying to debug my application and from the point I fire it up on the iPad, it will get killed by timeout before it ever reaches FinishedLaunching() (I have abreakpoint there)! Here' swhat I see in the output panel. All this takes almost 20s. If I run the app in RELEASE build it randomly gets stuck. I hit a button and the delegate gets caled half a minute later. What is going on? In the Simulator it is all okay.",-1
"Yes I copied that from dbal. I'm not sure what happens if an exception is thrown at this point, but I'll look at it.",0
"Wow! I have an idea of cool web 2.0 app, and i will share it with you now. Do you remember this xkcd strip: So, imagine the web-service on which high-school students list people they dated (links to facebook profiles or smth), and the service provides recommendations whom to date next to create symmetric graph or any other fancy graph configuration.",1
This is sad. 2010 and VCPROJ files have to be maintained by hand so the revision control system doesn't whack it out.,-1
The Async API in http client 4.x really sucks.,-1
"If you are stuck with solr 4.0 alpha, here's a patch which may work.",0
"Spark, patch applied at revision r440604, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected.",1
Hmm I fear I've opened a Pandora's box of higher maths! I'll see if I can understand any of those articles...,-1
SO_REUSEADDR is best used in conjunction with SO_LINGER,0
As of 05/25/07 no error is thrown in IE7 when title bar is clicked in window.xal example.,0
Excellent Answer :-),1
updated the answer. This might help you! Great! then you might want to edit the java program and have the permission specified while the folder is created did you try chmod with 777 permission via terminal or php?,1
I would like to get some early comments on the changes I have made to the Namenode to support restarting within the same JVM.,0
"Be careful since it's often not ""morally reprehensible"", but in fact illegal copyright infringement.",0
"Shit, I missed a cast.",-1
"In what way? I wanted to express that this all belongs below there ""where"", so I indented it another level.",0
"Commit 7a977b5eaffb411cb3f1409336cdf42f6b46b18c in branch refs/heads/1.6.x from [~zack-s][ https://git-wip-us.apache.org/repos/asf?p=incubator-jclouds.git;h=7a977b5 ]Reauthenticate on Keystone HTTP 401 (JCLOUDS-178)The number of retries here is not the same as for 500 errors; expectedbehavior is a quick fail while retaining some robustness.",0
"As you may know, tonight, at exactly 23:31:30 UTC, Epoch Time will reach 1234567890! Hurray! One way of watching epoch time is by using Perl: Can you do the same in another programming language?",1
@Guffa: a *very* excellent question. There's not typically a good reason to do so.,1
It appears that Microsoft is aware of this issue and they have ... I don't know if this was addressed in IE8 B2... you might try it and see. Good luck!,0
See related: http://stackoverflow.com/q/4155993,0
Of course it is up to you to re-organize the code to your needs.,0
You have to do it like this.,0
"I am trying to generate API documentation via cabal and haddock. I want it to be latex. So I do: This fails ultimately with: Is there something I can do or is something wrong with haddock? FYI, I have to use cabal since the build process is rather complicated (lots of preprocessors, ffi libraries, ...). Invoking haddock manually is really painful. Building HTML documentation however is working completely as expected. The complete output is at . I am using:",-1
Stack around which variable in the example?,0
"Removed. This was originally a From/To test, but then decided to split it and forgot to remove this part.",0
Samples on their new site: http://www.pdfsharp.net/wiki/PDFsharpSamples.ashx,0
"I started with standard ReentrantLocks here, but when adding the lookFor...() method, I realized that that is a read-only operation, so concurrent queries didn't need to block each other.",0
"Uwe, can't you use ExtendedFieldCache.getLongs, passing in your own LongParser?",0
As soon as I remove wicket enclosure or add some text node inside - the navigation toolbar starts properly counting pages (it was showing 0 of 0 before because it thinks it is not visible in hierarchy).,0
An email snafooey caused us to update our JIRA instance to 6.1 before we had a chance to test the import on our test instance (it didn't work properly for those who tried to whack at it).,0
"this is a bad idea, because you'll end up having to deal with escaping later. why don't you just fill a std::vector<std::string> here and pass it through?",-1
I imagine that if 7-Zip can do this decryption then the encryption mechanism I seek is not forbidden by licensing restrictions.,0
zoo_multi and zoo_amulti crash for the same reason.  Made some local fixes here.,0
"I had the same problem and ended up doing the same workaround. When I was done I didn't really hate it though, because it allowed me to free-up the UIPageViewController and all of it's child UIPageViewControllers and all of their resources when the user wasn't actively using the tab.",-1
"this seems weird. did you really want to just reinterpret_cast a struct { uint32_t, uint32_t, uint32_t, uint64_t } on top of ""buf""?alternatively, don't take ownership of buf. it's weird to take ownership of the memory *and* duplicate its contents.",-1
I may need to port a private application from android to windows phone 7.,0
this looks horrible..... protected didn't work?,-1
error: mdt_ioepoch_close_reg():potentially dereferencing uninitialized 'msgdata'.,0
"excellent, thanks much!",1
"Java's CODE_FRAGMENT complies to this RFC, with a few caveats mentioned in its Javadoc.",0
"Sorry to be a pain, but I have 2 questions. 1) But where is the log? I assumed that it would be in $ftpreturn. 2) How do I check the bytes sent?",-1
@massive I've replied to your question about dealing with concurrency issues in bulk updates by editing my answer. Hope this helps!,1
and the callback expected takes a parameter of a record.,0
The documentation mentioned has no clear path to completion.,0
"Due to the java compiler bugs Jing mentioned, I have reverted the commit.",0
Im afraid you cant do that!!!,0
@MattBurland no worries!,1
"I wonder if we could do some sort of auto-detectI'll poke -- getStream().mark()/reset() can probably work for XML/JSON but it may break things for javabin",0
"Johannes -- Thanks for the complete testcase! Sorry about taking so long to fix this one. Thanks,Rick",1
"Should be tied to the wiki it was started from, like the other global actions, in my opinion.",0
Or even better: use the maven repository to automatically attach the sources-jar to your eclipse/idea/netbeans project.,0
"it's still two separate bugs. otherwise i could just say ""it's the same freaking project"".",-1
"I suppose this is readable, but it's a lot of boilerplate compared to having a single callback each for comments/drafts with the if in the body.",0
"Off topic, but I really really hate the 5 ` `s in a row. That's abuse!",-1
Excellent question! I can't figure this out either. Please post the answer here if you figure it out.,1
I wonder why not so many people use Linux?,0
"The first statement seems to pull back everything from the DB and then the second statement gets a subset. What if you just want a subset in the first place? I have 90,000 rows and just want page 4 of 10 rows.",0
It should mean either of the following two.,0
Fresh copy of the example configs?,0
I only review as Pranay tested successfully.,0
The applied patch does not increase the total number of release audit warnings.,0
Extra javadoc added,0
List comprehension performance link is dead :(,-1
How do I get this string into the form of a JSONArray so that I can access it's elements.,0
commit the patch to trunk. thanks sameera.,1
"If your worried about other people access your web service directly, you could check the calling IP address and host header and make sure it matches expected IP's addresses. If your worried about people stealing information during it's journey from the server to the client, SSL is the only way to go.",0
perhaps replace the whole thing with platform.linux_distribution() ?,0
"bq. OK w/ the latest patch all tests pass for me! Great Awesome! :)",1
Attached patch.  I plan to commit in a day or two.,0
"Without having a mathematical prove, I nevertheless suppose it could disturb parameters of generation if we have non Gaussian empirical data.",0
"If the developer wants to know whether he is using any possibly unstable components, all he needs to do is to glance at the set of import statements on the top - if he's using other classes than org.apache.jspwiki.api.",0
"I have a Java application that's very String-heavy - it takes a feed of huge numbers of big, different String objects. Do I need to worry about the String Constant Pool for memory and performance? Is there any way to see how big the pool is at any point?",0
"correct build status captureecho's exit code",0
"ec_combine_statfs is updates the avail size to max, with this we are not getting the correct value. In the below output, avail size should be 99.7G.root@rh1:~/workspace/git/glusterfs # df -h /mntFilesystem      Size  Used Avail Use% Mounted onrh1:/vol1       100G  290M  100G   1% /mnt",0
"Excellent question. Running a large project in successive version of Python wouldn't be very definitive, unless you had, say, unit tests that magically achieved 100% code coverage, so a tool like this would be nice to have.",1
According to https://issues.apache.org/jira/browse/INFRA-6336 we can't use git for websites.,0
"Could you also update RELEASE_NOTES.markdown in the project root. You are adding interfaces, it would be great to document them there.",0
"We should move this to some other module since it has very little to do with SIMD, and it was only a hack for a single architecture. However, that will require us to write a different hardware module, so for now I've added a define for GMX_SIMD when any of the SIMD architectures is enabled (which is good to have anyway).",0
"Any progress on this one? To embed complex functionality (including history-aware interactivity) on an MVC page without involving the rest of the page is a reasonable and common desire. The only alternative I see, to require the using page to track each components query-string state, is horrible.",-1
"This comment isn't particularly clear, do you mean that the plugin config is 'buggy' or this for a form backwards compatibility implemented by the plugin that it requires both set instead of simply converting the old to new?",-1
Thanks for that - I figured that was probably the best solution. Very good answer too!,1
"Why use an ad-hoc script that's known (according Erik himself) to have false positive that require manual inspection (which is also not part of the version controlled source tree), when you we have a built-in (aspectj*.jars are already included as build/runtime dependencies) tool specifically for such tasks?",0
And here is the result in an emulator.,0
I've updated my post to contain sample C/C++ code,0
"`internal` exists so that API vendors (such as MS) can write classes without worrying about random strangers using their code. Whenever an API becomes public, the vendor can no longer easily change the signatures. When `internal`, if MS chooses to, they can change their code without fear of breaking other people's code. That is, unless they are using reflection to ""cheat"".",0
"yes, your absolutely right. I'll make the change, thanks!",1
Would be better to name this view rather than window,0
"To obtain those kinds of damages, a copyright notice is required. ",0
I am currently developing a system on a server running PHP version 5.1.6 thus I am forced to use Symfony 1.1 in the current environment. I am planning to migrate the application from 1.1 to 1.2 in the somewhat near future and I was wondering if anyone has any experience with this? I have attempted to migrate a system from 1.0 to 1.1 and that was a major pain in the rear. How has it been for anyone out there migrating from Symfony 1.1 to 1.2?,-1
InsertandRetriveBlobData.,0
Here's the ashx ProcessRequest,0
"So I have a facebook page and a username /llamafont so I obviously want to keep that url. I have had the like button on sub pages (you save phrases and can like/share them on FB) since before I made the page on FB. When I have added the like button to my homepage for my base url, it shows 62k likes - GREAT! However on my facebook page i only have 107 - I guess these are the people who liked the page directly on FB? How can I make the 62K likes show up on my page in facebook? Do I need to add in all the meta og: stuff? Right now I only have og:image in there. Have I screwed it up for good? Or can I make FB recognize the likes somehow? Thanks in advance!",1
That would just be extra code for the sake of just a particular CODE_FRAGMENT implementation.,0
"Suggestion:Your account or email address does not exist.",0
I had similar issue. This article explains why and how to solve it:,0
"If you are really worried about performance, FirstOrDefault is O(n). Your second query is only going to execute if the first is null. You could try using .Any(predicate). First() lends itself to try { } catch which might be better for your situation. You don't really need to worry about performance optimization until it becomes an issue, though.",1
"I build Web service, I define IP connection (all works excellent) but, how I can define the IP in variable ? now, I change with the Find and replace in VS2008 and right click on the Web service properties. thank's in advance",1
here is an example hot to use countdownlatch.,0
The following page has several implementations of general purpose hash functions that are efficient and exhibit minimal collisions: http://partow.net/programming/hashfunctions/index.html,0
I'm going to commit this momentarily.,0
"+1I committed this.",0
The two issues mentioned by Tom has been fixed.,0
Committed Ron's patch.,0
Brilliant.,1
Is it possible to signal from the ServiceTracker to the test that the servlet is installed?,0
The other day I noticed that if I run IEInspector's HttpAnalyser and capture the post data when logging into my bank account or amazon account the post data shows my user name and password in the clear. This is a little concerning. Does anyone know at what point the SSL encryption takes place? This I assume would mean that any software that is installed on your machine could potentially get access to this post data. Very scary.,-1
"Everything in the terminal buffer. Command history is easy, just 'history'. Sometimes there's an exception or a log I want to grab, but it went off the screen or select-all is a pain. I want to make a cmd line tool that does it and maybe sends it to a new gist.",-1
Hmm...VS is telling me this is already a string? Guess it's lying!,-1
We should use a more efficient in-memory representation for such range mappings.,0
"You might want to poke around in , and also the . Another place where you can specifically ask questions is the Yahoo Users Group for TOAD - send an email to toad-subscribe@yahoogroups.com Hope this helps! Mike",1
"Hate to say it, but how about just testing it?",-1
This is how I would do it... I really hate javascript popups...,-1
I think just needed for this at mo.,0
This can probably be done using JavaScript.,0
"Is that a taste question? Or can we formulate when we prefer early exits and when to have multi indent ""{{{..."" blocks?",0
Inside FILE_NAME that should trigger the batch file put the following.,0
today you - my personal Super Hero!,1
"The point of the require_once function is that no matter the scope, you won't include a file twice and redefine a class causing a PHP error. So no worries about memory leaks, if the require_once is hit, the class def goes in the global symbol table only one time. But aside from that, yeah use autoloader.",0
All of that can just go.,0
"I'm having an extremely frustrating experience attempting to change directories in python using variables within the program. Specifically, suppose I have: gives OSError: [Errno 2] No such file or directory: '$dir_name' and yet returns 'Directory_Name_999' (a valid directory name) and similarly changes the directory without error. Where am I going wrong here?",-1
"nit, but will really appreciate a respin: rename to self :<Every time we don't use 'self' for these things, a puppy dies.",1
Added patch generated from CXF 2.2.6,0
"When using this many parameters, using named parameters is preferable to make things more clear",0
Patch applied to trunk/ . Thank you!,1
"If so, make the formatting same as it is for rest of codebase on commit?",0
"Did you mean to reference HADOOP-8562?  HADOOP-8952 was never committed, although apparently a typo during the checkin of HADOOP-8562 accidentally referenced it.",0
"As expected, thanks.",0
I think I prefer this approach.,0
Is that ok for this file (b/c I have no idea how to do the svn move now ... after I've made all the changes already) :),1
Thank you Ivan!,0
"This patch removes tohtml.xsl and adds configuration_to_docbook_section.xsl.  The latter generates a docbook section from our hbase-default.xml using maven-xml-plugin that runs before the docbook plugin.  Our book then xincludes the generated file (the patch includes this modification too).Patch includes a edit of our book which adds a preface, an index, an appendix that talks of configuarion, another on compression, etc.",0
Please see: for an excellent fix! Much easier to implement and more versatile than the answer above.,1
Further I think the tags are not saved any ware because after redeploying I found the tags I added are missing.,0
addressed review comments.  Thanks Vinod.,1
"I'm trying to make a link inside the fancybox single image title. I want it to redirect me to another fancybox window (witch is inline)... I have a script that makes the whole single image a link, but this targets my document title instead of the anchor title... I really hope someone will have a solution or a better idea on how to do it!! :) Thank you thank you thank yooou! :) btw: I have almost never worked with scripts.. In depth anyways...",1
"np - I will +2 as soon as you fix the problem with py26 tests.Ps: I know we should not be serious, and indeed I +1 the patch :) Still, consider that several users will tell you an utility is rubbish if the default options do not satisfy their needs!",-1
I must admit I'm a little confused by this one.,0
"I have this strange problem on my web page where if you click below the left side-panel, all the links get highlighted. It happens in firefox, not IE. I don't know why its only the side-panel that it happens to. Its not really a big deal but its extremely annoying to me, is there any way to stop it? If you want to check it out, the site is",-1
"( When I say don't use floats that includes doubles, it's the same issue. )",-1
Is it possible to hide .svn files in the Open Resource dialog (Ctrl + Shift + R) of Eclipse? It's very annoying when you have hundreds of files... Cheers.,-1
"In that case, caching will be at the FileSystemView level (not at FileObject level).",0
How can I call a custom action dll written in managed code (.net) from an installer without using an unmanaged intermediary?,0
Stefan: are you sure you had a clean build with my patch applied?,0
"Well, this is a bit of an awful hack but quite frankly any C++ application which needs a way to define an unconstructable object is probably already an awful hack! And under GCC, I get the following: test.cpp: In function â€˜int main()â€™: test.cpp:9: error: cannot declare variable â€˜an_instanceâ€™ to be of abstract type â€˜laâ€™ test.cpp:2: note: because the following virtual functions are pure within â€˜laâ€™: test.cpp:4: note: virtual void la::oh_no_you_dont()",-1
error: lustre_disconnect_lwp():'lwp' dereferencing possible ERR_PTR(),0
"Excellent information, thanks!",1
"excellent idea :) I just added, tests it and works like a charm! Thanks",1
"Awesome work: this is a great first cut!",1
"Poor Steve just got screwed over by people not reading what he wrote correctly. I hate it when that happens, but I can understand why they read it the way they did. You left the statement rather ambiguous.",-1
"The error occurs because is looking in the wrong environment (i.e., not inside the data frame). You could explicitly specify the but that would be ugly, awful code. Much better to use as Iselzer suggests.",-1
"Re: setReaderThreadI didn't know we had such a method.  It looks like it was added here:http://cvs.apache.org/viewcvs.cgi/jakarta-commons/net/src/java/org/apache/commons/net/telnet/TelnetClient.java?rev=1.9&view=markupOther than adding documentation to FTPClient about this, it sounds likelike there isn't any other action to take on this report???",0
Quick fix is to make the VBox as the parent of the StackPane.,0
Thank you in advance!,0
"// _g_.m is reachable via allgs, so WB can be eliminated.",0
"But this library has a dependency to other native library, which cames bundled with the API_NAME.",0
