Sentence,Label,group
"I guess the obvious thing to do is to go in and reconfigure the pagination so it doesn't (paginate), but if we had the ability to add items to existing POs then you could still use the pagination mechanism and build up the PO page-by-page (quite handy if your working through  your POs during less busy times of the day).

",0,3
This should have been fixed by commit 26a5b76ee6b77909a7b8d5b00924f12e1671373d.,0,3
"Verified on my vmware setup, extract volume is working fine now.",0,3
"I did that first, but then remembered that when I did that in the past, people were unable to apply my patches, w/o doing the svn move themselves.",0,3
"Anyway, for this file it's not really important I think - a very simple and tiny file, w/ no history to preserve?",0,3
Is that ok for this file (b/c I have no idea how to do the svn move now ... after I've made all the changes already) :),1,3
"Please keep this open until reverse tests are configured, as we might have new issues coming from them.",0,3
+1 on patch.,0,3
"@Andrei:
Please re-attach patch using --no-prefix option.",0,3
HadoopQA uses -p0 to apply patches.,0,3
"Ok, got it, thanks for the explanation.",0,3
"In any case, the code for the toBytes method is written now, so it should be a simple thing to move it to the PType implementation classes.",0,3
"It would probably also be worth having optimized versions for primitive values, instead of writing them to an Avro/Writable first to get the bytes representation.",0,3
"But yeah, that's for another JIRA.",0,3
An example patch.,0,3
"Was unable to run the unit test I wrote (because my setup is being a jerk), but I'm more looking for input on the design.",0,3
"Thanks for the reviews, committed the patch to trunk",0,3
"Zdenek,

Thank you for working with these components.",0,3
"I seem to be having trouble applying the patches, though, and I'd hate for all these corrections and improvements to be lost.",0,3
Do you think you could submit a new patch in a single file (perhaps named with the current date) based on the current SVN head ?,0,3
That would really help a lot.,0,3
Thanks once again.,1,3
Rest of Ender's patch was applied.,0,3
"It is good to know that pluto has a problem here, but I realy need servlets integrated pluto.",0,3
@Arnaud: My key looks exactly the same and was generated with Cygwin's ss-keygen.,0,3
"The file has Unix line endings though ...

@Lukas: scpexe works for me with M2 despite the fact that it insists on a key even if an agent is running (WAGON-27).",0,3
"bq. OK w/ the latest patch all tests pass for me! Great 
Awesome! :)",1,3
Do the same tests work fine on 1.5.0dev?,0,3
"One of the things I changed in jnr-posix, was to make stat and fstat use stati64 and fstati64 respectively, instead of stat64 and fstat - the last may be why its breaking with jna-posix.",0,3
"Look in WindowsLibCFunctionMapper.java for the fstat mapping - it may all magically work if you change fstat to map to _fstat64 (note: no 'i' in the name - uses stat64 struct instead of stati64 ... they have different sized atime, ctime, mtime fields).",0,3
"Otherwise, the WindowsFileStat structure looks ok, apart from the st_blocks and st_blksize fields at the end, which are not part of the windows stat64 struct, so will probably be filled with either zero, or garbage.

",0,3
Awesome. Thats great to hear!,0,3
"{quote}

Hmm, looks like the backport blew away scrubtest on 1.2 as well.",0,3
"Great! Awesome!

thanks,
Dims",1,3
Oversight?,0,3
"{quote}
Yes, was an oversight.",0,3
"Just for clarification, skipBloomFilters is old.",0,3
#1 and #2 are incorrect.,0,3
"Great! Awesome work, Nick, and thanks for the clarification, Bill. ",1,3
1: The skipBloomFilters gets called on the index file in RowIndexEntry line 104.,0,3
"2: In 2.0, the skipBloomFilters will be called on a 1.2 sstable; also, the skipBloomFilters currently is called against any sstable when scrubbing.",0,3
"Great work...this is awesome stuff.
",1,3
I made a preliminary patch to share the idea how this can be fixed.,0,3
"- This fix works if I run a ""mahout"" from command line against a Hadoop cluster.",0,3
"A unit test case doesn't work; -Dkey=value is not parsed in ToolRunner but passed through to SparseVectorsFromSequenceFiles, resulting in a parse error.",0,3
Did I make any mistake?,0,3
Maybe because a JUnit doesn't really mimic a real hadoop env?,0,3
great. awesome job sergey!,1,3
Awesome - great stuff Maria.  Thanks!,1,3
"- I was not sure about the convention of function parameter order, i.e., F(a,b,conf) or F(conf, a,b), but I just followed DictionaryVectorizer.createTermFrequencyVectors that places Configuration parameter after Paths.",0,3
"IMHO, Configuration should be the first or the the last arguments.",0,3
Thanks for doing that Uma.,1,3
"It looks like there is something about the build scripts that is causing it, because hdfs.proto, where NameSpaceInfoProto is defined, is more or less identical between trunk and branch-2.",0,3
Wow!,1,3
Looking forward to using it.,0,3
I just committed this.,0,3
Thanks Bryan!,1,3
Please submit new issues for the other aspects of this that remain unfixed.,0,3
+1  Patch looks nice.,0,3
Probably worth adding a third case in testDataDirectories for a URI that includes an authority (file://localhost/path).,0,3
Patch looks good to me.,1,3
I've committed this.,0,3
"Thanks, Jeff!",1,3
Resolving as fixed.,0,3
It is good to have the test.,1,3
I ran it on current trunk.,0,3
"It successfully gets the expected exception, but then fails to close FSNamesystem with NPE.",0,3
So yes it fails but not where you wanted it to.,0,3
Please open using the JIra workflow and fill in the details.,0,3
"we improved hash handling in Railo, but we get not the same result with non ascii characters as ACF (with ascii characters everything is fine).",0,3
"we cannot find a problem in our implementation anymore, perhaps there is a problem in he ACF implementation that force a other resultat.
",0,3
This looks like it might be a blocker for release.,0,3
I didn't see anything in subversion?,0,3
"new version of 01 ""minifies"" type classnames for the standard o.a.c.db.marshal types",0,3
"Ok, thanks.",0,3
Fixed in r1146573,0,3
"Hi Christian, Jacopo,

Not sure if adding ""-Duser.language=en"" is the better way to go, sounds like a camouflage to me.",0,3
I just committed this.,0,3
"Thanks, Owen!",1,3
Closing issue as per Luis.,0,3
Added support for the QueryElevationComponent and test case.,0,3
Or do we act like we always had it?,0,3
Thanks for the feedback and thanks for taking a stab at this.,0,3
won't fix.,0,3
"Hi Robbie,

Please could you review this patch?",0,3
cheers Keith.,0,3
"<danielsh> dns done (thanks for the hostname), tb build underway
",0,3
Committed to trunk.,0,3
"Marco,

I've fixed some minor issues in your patch (including the one you have pointed out) and I've committed it.",0,3
Thanks!,1,3
"Hi Guys,

I am pretty new to this site.",0,3
I am wondering when this patch can be accepted?,0,3
"Thanks,

Kevin",0,3
Applied the patch into trunk.,0,3
I just committed this.,0,3
"Thanks, Dhruba!",1,3
Violated again in r960471.,0,3
"
I'll take a look at this for the next release (after 1.5.11).",0,3
Committed to trunk (0.12).,0,3
Thanks Viraj and Cheolsoo.,0,3
[~maysamyabandeh] Got time to look at this today.,0,3
"There are tests in Mahout-integration that are using DummyRecordWriter  -  TestConcatenateVectorsJob and RegexMapperTest, and are failing with this patch.",0,3
I'll take a stab at this again but could you verify this patch against the present trunk?,0,3
patch applied.,0,3
Thanks!,0,3
Please take a look at the patch and let me know if it fixes the problem for you.,0,3
Vadim you're keeping us busy :).,0,3
Patch applied with thanks!,1,3
"Hello, I see Uwe has commented on SOLR-1657 that he would help convert tokenstreams to the new api, but he needs this patch (the tests) applied first.",0,3
Is it possible for someone to take a look at this patch to get things moving along?,0,3
"its only tests, no source code changes.",0,3
"Leo, thanks for the patch - applied at r488522.
",0,3
Looks quite perfect after solving PDFBOX-490.,1,3
I did translate some Labels to german language.,0,3
fPIC rings a bell on amd64.,0,3
"What are the disadvantages to adding -fPIC (a) for amd64 only, (b) for all platforms?",0,3
This is fixed in V2 and an automated regression case has been created.,0,3
Closing,0,3
Thanks Sanjay for the review.,0,3
I have committed this.,0,3
(My 0.8 checkout was on the 0.8.6 tag when I reported that CliTest worked completely.),0,3
I committed this.,0,3
"Thanks, Ashish!",1,3
Patch checked in.,0,3
"Many thanks, Neeme.",1,3
Thanks for the patch.,0,3
It has been applied to the trunk.,0,3
I'll commit this soon unless there are objections.,0,3
Thanks for the patch Glen.,0,3
I'm gonna review it and apply.,0,3
Can this be closed Martijn?,0,3
Thanks for the help BJ!,1,3
Committed to trunk 1384014,0,3
thanks Tomas!,1,3
"Resolved, fixed!",0,3
Thanks!,1,3
Please review this for me!,0,3
Thanks!,0,3
This is not a Camel issue but a CXF.,0,3
committed.,0,3
"(looks like these were introduced in CASSANDRA-1714, fwiw, so i'm going to tag affects-version to 0.7.1)",0,3
"Released with GEP 221, so I close this JIRA.",0,3
Untar this to populate the position_hints table.,0,3
Applied patch with thanks to Scott.,1,3
Change the summary to match the real issue.,0,3
You are absolutely right.,0,3
There must be some side effect in my project that circumvented this problem until 6.8.0.,0,3
"Sigh ....

Do you think that is something that can be fixed in Wicket or some kind of IE8 madness that i should look to solve on my side?",0,3
Edison can you check on this issue looks like the fix is not working,0,3
Committed with rv800094,0,3
Patch for aggressive GC test,0,3
Enjoy!,1,3
thanks to Ernst Fastl for adding this.,1,3
OK to close?,0,3
"Oracle 7u40 runs just fine on Debian, I can't imagine it wouldn't work on Ubuntu.",0,3
Tested with both JBoss EAP 5.x and Geronimo 2.2.x,0,3
Fixed in 426832.,0,3
"you seem knowledgeable,
what not submit a patch.",0,3
Applied to trunk.,0,3
Thanks for the patch Mubarak.,1,3
I just committed this.,0,3
"Thanks, Jothi!",0,3
I've just committed this.,0,3
Thanks Koji!,1,3
resolved in r950171,0,3
If possible can you make sure the patch is checkstyle compliant?,0,3
Resolved in 1.0.1-SNAPSHOT.,0,3
Long Life MyFacesssssssssss!,1,3
"Looks good, thanks Laura!",1,3
Committed to trunk with revision 447502.,0,3
Will leave open until merged to 10.2,0,3
Committed to 3.4.6 and trunk.,0,3
Thanks Ashish!,1,3
"Thank you, guys!",1,3
Thanks Ashutosh and Gunther for your help!,1,3
This patch has been improved a lot.,0,3
I really appreciate your comments and I really enjoy our discussions:),1,3
What classes were changed for this fix?,0,3
Would like to pick up this fix with the stable release if possible.,0,3
"My testing turns up not issues, so , once again, thanks for finding this Rick, I'd gone blind to the problem and it was driving me mad!",0,3
"Enis/Ashutosh, we can try coming up with the testcase.",0,3
"But, in the meanwhile, can I upload a patch which reverts this ?",0,3
"dead branch, no sure which code generator it's talking about",0,3
"Awesome work: this is a great first cut!
",1,3
Patch is committed to trunk.,0,3
Thanks to Edward and Brock for the reviews.,1,3
"Btw, I only get this error in LDAP Studio.",0,3
Not in LDAP Browser 2.8.2 or MS AD Explorer.,0,3
Thanks.,0,3
Looks good.,1,3
TestSkewedJoin finishes when you give it enough time (a mere 49 minutes) and the other tests I ran passed as well.,0,3
"Milinda, patch applied !",0,3
Zhenxiao I left comments on Phabricator.,0,3
"Hi Sergey, thanks for the patch.",0,3
But why have you added testPropertyChangePropertyChangeEvent test?,0,3
Or at least has some relation to above problem?,0,3
I will revert tomorrow if less-hacky alternative suggested above continues unaddressed.,0,3
Your explanation sounds reasonable and  the patch looks safe to me.,0,3
+1 for the patch.,0,3
"Thank you, Ivan!",1,3
After talking with Steve B. we decided that the DAS should insist that datagraph root is passed to the ApplyChanges command.,0,3
An error is now thrown if this is not the case.,0,3
The fix for test_no_extension was merged in PIG-2505.,0,3
So this is ready for merging?,0,3
:D,1,3
This is now resolved in ActiveMQ 4.0 as we have a DemandBasedForwardingBridge which only forwards messages to another broker when there is a consumer for it,0,3
"Jacques,

Why concatenate the patches?",0,3
"Thanks guys,

Bharat your patch is in trunk at revision: 754834 .",0,3
I only review as Pranay tested successfully.,0,3
"Thanks to both of you, and to Deepesh for the initiative.
",1,3
Should we close this one now that we went a different route (zero javadoc warnings?),0,3
Thanks for the clarification.,0,3
Cool.,1,3
Sounds like a good idea. ,1,3
"Cool, that's all good news too! Thanks guys. One less on my radar.",1,3
cool man it looks good. we need a changes entry but from my side this looks good. we can tackle the todos on trunk,1,3
"Looks pretty cool. Fresh and minimalist. Love it :-)
Good work.",1,3
"Cool, will do!  Thanks for the review and good questions... and the whole idea! :)",1,3
This looks good to me.,1,3
 Automatic location selection is very cool.,1,3
Patch applied in SVN revision 743258,0,3
Thanks Tony.,1,3
Patch applied to LUNI module at repo revision r494822.,0,3
"Please check that the patch was applied as you expected.
",0,3
Thanks for providing the patch.,1,3
I have applied it in Rev.,0,3
Patch applied.,0,3
Thank you!,1,3
"+1, if the test is problematic, we can always either comment out the new test, or @Ignore it, and add a note.
",0,3
The changes look good.,0,3
+1 for commit.,0,3
Thanks Laura.,1,3
"I think allUserRegionsOffline should be declared inside
{code}
} else if (this.stopping) {
{code}
block.",0,3
Have you run test suite ?,0,3
"The piece of cake was bigger than my mouth...
Postponed.",0,3
Thanks Kathey.,1,3
"Please look at this patch (d962_javadoc.2.diff.txt) 

I ran javadoc and  did clobber and ant all ok.",0,3
Thanks.,0,3
Applied patch with thanks to Dan :),0,3
Changed the patch as per Thejas's suggestion.,0,3
"Thanks Adrien for looking into this, nice explanation!",1,3
"Super, I'll commit shortly -- thanks Yonik!",1,3
"Thanks, patch applied",0,3
"Added comment before ""Path getPath()"" to address Todd's comment.
",0,3
"Thanks a lot, Jon for signing up this.",1,3
Actually I thought to take a look on this weekend.,0,3
Unfortunately I may not be able to look on this weekend as came out of station.,0,3
Thanks for taking this:-),0,3
Committed to master.,0,3
"Thanks, Sravya!",1,3
"Hi Myrna,

Are you recommending that we commit this patch but that additional work be put into analyzing LocalizedDisplay.sql and LocalizedConnectionAttribute.sql?",0,3
I like Richards update as well :) What I did was out of pure anger so it may not have been the sexiest.,1,3
"Jason,

I checked...you have karma as you are in the ""jira-administrators"" group.",0,3
Please go ahead and create it.,0,3
"thanks,
dims",0,3
"Patch applied, thanks.",0,3
Vote is here: http://markmail.org/thread/yg6n646zurlpdmvy,0,3
"Thanks, is that everyone has to create an account and then you will link them to Pig Confluence?",0,3
I just committed this.,0,3
Thanks [~cnauroth] & [~tomwhite] for the reviews!,1,3
The patch looks fine.,0,3
I'll commit once hudson +1s it.,0,3
Thanks for being patient Devaraj!,1,3
"Hi Bruno,

I like it, seems to work well at 1st glance

Thanks!",1,3
I just committed this.,0,3
"Thanks, Adrian!",1,3
"that what WebRenederendingServices are for, not sure WebDescriptionProvider could be declared to be a WebRenderingService.",0,3
OK You are correct about that.,0,3
I ran it from the base and it looks good.,0,3
Thanks +1,0,3
"Adrian,
I cannot find the listVisualThemes.ftl file in your last patch.",0,3
From your comments I guess you changed it.,0,3
Thanks Bob your patch is in trunk at r932317,1,3
thanks again Uwe,1,3
"Hi,

Would you please try my patch?",0,3
The patch also fixes a typo in StreamHandlerTest.java.,0,3
Thanks!,0,3
"Best regards,
Andrew",1,3
Better to have the samples run on the fly :-) .,0,3
"Thanks, Alexei!",1,3
Now it works as expected.,0,3
"Looks fine, Sreekanth. ",0,3
"Leo, patch applied at revision r438040, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected.
",0,3
"Thanks, Myrna.",1,3
Applied patch with thanks to Christian.,0,3
Patch d1544-patch2-v2.diff committed revision 429036 - Thanks Deepa,0,3
Committed.,0,3
Thanks Tom!,1,3
So returning an empty string in such case.,0,3
This irritates me on a weekly basis.,0,3
I'm often running ad-hoc analysis in grunt with snippets taken from some heavier scripts I've written and I get bitten ALL the time.,0,3
"Hi Mario Ivankovits 
  Pls give some suggestion on above comment",0,3
"HI Harry,

I am new to JSPWIKI and based on the error I chose the Security issue.",0,3
"You
can choose to ignore or modify it.",0,3
I am still not able to run JSPWiki in Oracle Jdeveloper 10.1.3.3.0.,0,3
"Thank you,
+ Harit Himanshu


",1,3
"Hi Subramanyam,

Any updates on this issue yet?",0,3
"Thanks,
Arvind",1,3
"Committed a slightly cleaned up version of the patch in revision: 1464605

Thanks for your help Todd.",1,3
"Fixed in http://svn.eu.apache.org/viewvc?view=rev&revision=707319
Many thanks to Ulhas for providing the patch!",0,3
"Hi Andrus

I cleaned up for one of our projects successfully the comments and could import it into CayenneModeler - great!",0,3
Attach patch v2.,0,3
Consolidate all error handling in KafkaServerStarble.,0,3
The patch looks fine .,0,3
I was sure It's in CVS already.,0,3
Let's commit it .Thanks!,0,3
"@Stack, @Ted  Can u people have a look at the patch pls?",0,3
"Namit, what do you by ""describe div""?",0,3
There is a test udf_divider.q in the patch.,0,3
Do you mean more test cases?,0,3
"Hi Pepijn,

Can you please take a look at r1215075 ?",0,3
Thanks!,0,3
"It works perfectly with the latest 2.7.8-SNAPSHOT, thanks !",0,3
Done at rev.,0,3
"897392
Thanks Sharan !
",1,3
Thanks Karthik.,1,3
The latest patch looks good to me.,0,3
"Thanks Andrew, committed in rev.",1,3
fixed in svn r344339.,0,3
thanks edgar for finding this one!,1,3
"Tony, in native codes, I think the hymem_allocate/free_memory is preferred than malloc/free?",0,3
Thanks Ilya.,1,3
Patch applied to TEXT module at repo revision r450026.,0,3
"Please check that it was applied as you expected.
",0,3
"Patch looks good to me & has been committed, thanks! ",0,3
Fixed at revision 936652.,0,3
Applied patch from Keheliya Gallaba.,0,3
Fix applied to master (6d1d23b7d0eba4de3c4097907adc37b09191196e).,0,3
+1.,0,3
Thanks Jimmy.,1,3
"+1

before committing, do you mind combining the new test with one of the existing ones?",0,3
Trying to keep the test suite at under 24 hours :),0,3
Thank you Jing for the review.,1,3
I've committed the patch.,0,3
"+1

I committed this.",0,3
"Thanks, Ravi!",1,3
Leaks file handles via IW.getReader(),0,3
+1 I just committed this.,0,3
Thanks Sandy.,1,3
I can't apply 0002 cleanly to trunk.,0,3
"Thanks,",0,3
"Hello Leo

The patch has been applied at revision r479576, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected.",1,3
"Yes, we could enable junit's fork mode.",0,3
I will have a look at this.,0,3
But it would be better if you could provide a patch ;-) Thanks again.,0,3
"Best regards,
Richard",1,3
"Hi Uwe,

I updated the patch, now it uses TermRangeQuery and does not cast anymore getAttribute",0,3
"On 2009-11-18 04:47:59.970 dloverin commented:
Revision 11926.",0,3
I committed the patch to branch-1 as well.,0,3
Thank you Jing.,1,3
"+1, patch looks good to me.",0,3
I'm going to commit this momentarily.,0,3
All the regression tests ran cleanly with client-imports.diff.,0,3
Committed revision 946641.,0,3
Daryn - did you get a chance to review the latest patch for this?,0,3
Fixed in rev 1137251 and 1137252.,0,3
Thanks for your work on this Allen!,1,3
"Forgot to mention:

Thanks to Alejandro and his team for pointing this one...",1,3
PIG-1912-3.patch address Santhosh's review comments,0,3
Okay.,0,3
Anyone else want to chime in?,0,3
"If no other objections, let's commit Clint's patch since it works for him.",0,3
Thanks for the patch.,0,3
I polished and fixed CS as well.,0,3
I updated the wiki doc for the sqs component as well.,0,3
Thanks Karl.,1,3
Please contact me if you need any clarifications.,1,3
Thanks.,0,3
I just committed this.,0,3
Thanks Tom!,1,3
"This behaviour is correct, as this is a test for pluto and not a generic JSR 168
test.
",0,3
"Hi Anil,

Did you get chances to review and test?",0,3
"Go for it (provided it works ;-)
Will need to test XSP samples and make a note somewhere in the docs.",0,3
i've attached a libs.zip that contains bookkeeper and zookeeper libraries.,0,3
i suggest that we commit this ASAP and then do the work to fix the build once the code is in subversion.,0,3
thanks for the explanation.,1,3
I will try your suggestions,0,3
"Patch was applied, analyzers can now be instantiated by writing some javascript to be executed on the server side.",0,3
"Thanks Oliver, that's fixed it. ",1,3
"Patch applied, thanks",0,3
"
New 2.0.5 and 2.1 snapshots are deployed that contain the fixes.",0,3
Can you give them a try and make sure it's all OK?,0,3
Thanks!,0,3
"reviewed, looks good.",0,3
Applied patch in r637925,0,3
"Alejandro Abdelnur, sorry I don't get it, what history you want to keep?",0,3
and how can I verify the history is not lost?,0,3
Sounds like JavaScript samples are now being done in TUSCANY-287,0,3
"Jacopo & Anil,

Here is the patch for this issue.",0,3
I'd say last Sun JDK 1.5 as it's still the one recommended for OFBiz (even if I guess most of us use 1.6),0,3
Committed the patch to trunk (revision 63660) and branches/2.1 (revision 636606).,0,3
"Thanks a lot!

",1,3
Excellent!,0,3
Looks we all ran into the same issue with TCK.,0,3
Good verification.,0,3
"Sorry about your signal :-(

",0,3
"> Attached is d1644_combined_v3.diff, a patch proposal which combines the two previous code change patches.",0,3
I will try to review the latest patch sometime today...,0,3
"Adrian,

thanks for the patch: rev.",1,3
"540843
I'm leaving this issue open because a similar patch should be applied to the ecommerce/includes/language.ftl file

Jacopo",0,3
Just updated and ran through a few test runs -- haven't seen this since.,0,3
Sorry that this patch seems to have slipped through the cracks.,0,3
"Hi, Corinne, did you attach the wrong patch?",0,3
"Yes, it seems that in some cases the exceptions are swallowed and e.printStackTrace() is heavily used.",0,3
"thanks,
nandana",1,3
"Yes, You are right [~jiannan], If the {{bkActiveLedgersSnapshot}} contains ledgers which are > {{lRange.end()}}, then there is no chance of being gc'ed in the current gc call.",0,3
"But if one more ledger is created, then on next gc call, all ledgers deleted ( which are having lesser ledgerId than latest created) will be gc'ed.",0,3
"Thanks for review and test case, Knut.",1,3
Committed revision 642996.,0,3
(Both the patch and the JUnit tests).,0,3
"Yes, that makes perfect sense to me.",0,3
Committed.,0,3
Thanks Suresh.,1,3
Patch looks very good.,0,3
+1.,0,3
"@Jon,
 +1 the patch looks good.",0,3
Thanks for your patience.,1,3
Committing now..,0,3
"Hi Atul,
that looks good at a first glace.",1,3
I'll have a deeper look this evening.,0,3
":-)
Cheers",0,3
I committed the patch.,0,3
Thank you Ravi.,1,3
"+1, thanks Tom!",1,3
I had a look at the rpm side and it looks ready to commit.,0,3
Thanks for the patch!,0,3
Hi Kevin - Any update on this.,0,3
Thanks,0,3
+1 on patch.,0,3
It looks like what was applied to trunk.,0,3
Is that so Ram?,0,3
aim to merge patches and publish for review by this coming weekend,0,3
"some tests are still problematic, at least on windows...",0,3
"I think perhaps some of the crazier ones like DiskFull, TestCrash, anything that has to disable MockDirectoryWrappers's checks because they must create corrupt indexes or other scary things.
",0,3
Hi Jeremias.,0,3
Looks fine to me.,0,3
"Applied, thanks!",0,3
Can I get a +1 from someone else.,0,3
Should be a quick review.,0,3
Thanks.,0,3
Thanks for the reviews everyone.,0,3
"Jan,

I looked that the logic again I think your are right.",0,3
When I did a quick glance last time I only saw the isolated patch and didn't see enough context to see the existing retry logic.,0,3
(review board is helpful).,0,3
Mind adding some comments explaining why this is ok to retry?,0,3
(We are retrying once and if we fail twice we give up).,0,3
It seems strange to me that we are retrying something that throws a DoNotRetyIOException.,0,3
Anyone else have any comments?,0,3
ok... i will change it then and keep in mind in case we run into odd issues permission wise.,0,3
"Thanks, Joseph!",1,3
Patch committed.,0,3
Patch committed to trunk.,0,3
Applied jackrabbit-core patch in revision: 949724,0,3
This newest patch applies cleanly and tests all pass.,0,3
"Personally, I'm +1 to commit.",0,3
I'd like for Stack or Jim to take a look at it before we commit it.,0,3
"Thanks again for this really great patch, Andrew.",1,3
You've knocked out a really ambitious bit of work here.,0,3
"Hi Edward

Thanks for spotting it.",1,3
Committed to master.,0,3
Everything is ok.,0,3
Thanks.,0,3
Verified at revision 473588.,0,3
"Hi Uma, thanks for taking a look.",0,3
h2108_20110727b.patch: fixed DatanodeManager constructor and activate(..).,0,3
Unable to apply cleanly.,0,3
Patch applied in revision 889133.,0,3
Thanks Andrew - the patch was applied to SQL module at r525019.,1,3
"Please check that the patch was applied as you expected.
",0,3
"Thanks for taking care of this, Alejandro.",1,3
combined patch against 1.0,0,3
"Screens too big to attach: https://www.dropbox.com/s/p2e2gvi87vw772n/cordova_screens.psd

Eventually this should go on the Cordova website, and not the repo, I think.",0,3
"Fixed in svn revision 533916.

thanks,
dims",1,3
Thanks Oliver.,1,3
Verified.,0,3
"All the changes are correct.
",0,3
New patch looks good (nice comment on why NODELAY).,0,3
Let me test it.,0,3
Subversion dump file.,0,3
I found the same issue about unparkSuccessor with the latest snapshot also.,0,3
Please take a look and see what else needs to be fixed.,0,3
Thanks a lot for your help!,1,3
"+1, the latest patch looks good to me.",0,3
I'm going to commit this momentarily.,0,3
The patch looks good.,0,3
"+1.

",0,3
"Hi Claus,

Please find the attached patch and zip files containing the changes you recommended.",0,3
I will check-in this version...,0,3
"Cheers,

Ashwin...",1,3
Thanks Martina.,1,3
I will look at applying this later today.,0,3
I just committed this.,0,3
Thanks Christian.,1,3
"+1, the latest patch looks good to me.",0,3
"Allen, has Jon addressed all of your concerns?",0,3
"If so, I'll go ahead and commit this patch.",0,3
Please let me know.,0,3
Committed r1463555.,0,3
"Thanks for taking a look, Jiannan
",1,3
"Alejandro, we are in a middle of the release right now, but I'll work on that over the weekend, perhaps.",0,3
"@mahadev - I would love to help test a patch :) I'm currently using 3.3.1 + ZOOKEEPER-744 + ZOOKEEPER-790, applied in that order.",1,3
"This patch fixes the issue:
# Short circuits the MUST_PASS_ONE case just like it is done in the MUST_PASS_ALL case.",0,3
# filter.filterRow() is called *after* filterKeyValue in the normal flow of things.,0,3
This makes the test do the same where it matters.,0,3
I am quite skeptical about this.,0,3
+1 (subject to hudson),0,3
"Thanks Atul,

Your patch is in trunk at r933169

I just added some ""mod for OFBiz layered lookups"" comments around changes as suggested Sascha",1,3
Thanks for you work on this Jayachandra.,1,3
verified by Paulex,0,3
"Ashu,

Please take a look at http://cvs.apache.org/viewcvs.cgi/xml-xerces/java/src/org/apache/xerces/dom/DeepNodeListImpl.java (mentioned by jongjin)

-- dims",0,3
This issue is fixed.,0,3
Fixing this issue led to the next issue.,0,3
"(will commit after Hudson +1s, that is)",0,3
"Thanks Areek, new patch looks great; I'll commit shortly.",1,3
"HI Christian,

I've applied your patches to trunk.",0,3
Looking good.,0,3
Thanks.,0,3
Could you verify the fix against the next nightly snapshot?,0,3
"
Updated patch to work with the latest shindig revision, that is, subversion revision 727075.",0,3
Are there snapshots of the volumes belonging to the VM?,0,3
"Thanks,

rev.",0,3
"Thanks a lot, Kiran for the patch.",1,3
Changes looks good.,0,3
"@Ivan, could you please add your comments?",0,3
"if you like, please push this in.",0,3
"When I put this patch it did not have this issue,Let me update the patch.",0,3
Thanks for finding this out.,0,3
"Thanks,
Mayank",1,3
+1 for the patch.,0,3
I committed it.,0,3
Thank you Thejas for the patch and Ivan for the review.,1,3
I'm not very familiar with ant but i'd think it's just a wildcard for a classpath.,0,3
Thanks Alejandro .,1,3
I misunderstood your comments.,0,3
Thanks for the clarification.,0,3
"It make sense, I am attaching the updated patch.",0,3
"Thanks,
Mayank",1,3
I've tried this and Can't seem to find any problem.,0,3
Can you attach the WSDL /XSD files that created the problem ?,0,3
"Wow, that was quick!",0,3
Thanks for the solutionhints.,0,3
Works fine and the way i (and w3c) wants it now.,0,3
"No problemo, Close is fine for me.",0,3
"Thanks, correctly applied the patch and updated working copy.",0,3
"I would love it in 3.3.2, will upload a patch for that version.",1,3
"Thanks, Mike!",1,3
Thanks Ravi.,1,3
"Yea, this fixes the other tets.",0,3
I'll re-run the whole suite on branch-20-security for sanity before committing.,0,3
"Patch applied, thanks Nils",0,3
Wrong JIRA...please ignore my previous comment.,0,3
Committed revision 543344 in sandbox.,0,3
"Jason, thanks for the patch.",0,3
"Thanks for the review, Sidd.",0,3
Attaching the patch for branch-0.23.,0,3
"Sweet! Git, I love git! :)",1,3
Thanks Sijie.,1,3
1,0,3
"OK, we'll leave it with Atlassian",0,3
Thank you for the patch Sergey. ,1,3
I love a solution that's simpler and easier to understand than the original.,1,3
"how about changing to ERROR for org.apache.zookeeper.server, and leaving as it is for the rest?",0,3
"Hi,

Thanks for your comments.",0,3
"It is supposed to be handled as part of
http://issues.apache.org/jira/browse/OPENJPA-907

There is a patch attached to it (I was a bit liberal with the RegEx).",0,3
"I will correct it and ask for commiting the patch, once I am done with this.",0,3
"Regards,
Ravi.",0,3
"Hi Henry, Thanks for checking it out. 
",1,3
"In fact, if you happen to know why ObserverHammerQuorumTest is failing with this latest patch, I'd love to hear.",1,3
I have committed this.,0,3
"Thanks, Jing!",1,3
Applied the patch with revision 169493 -- thanks.,0,3
This a patch submitted by Ankur Goyal.,0,3
That sounds like a plan. I love peer-reviews... :-),1,3
I will apply and verify it.,0,3
Junit test.,0,3
"Thanks for the very clear explanation of the needed change, Dag.",1,3
"I have attached DERBY-3084.diff and the corrected file, rrefsqlj31580.html.",0,3
Please let me know if any further changes are needed.,0,3
"Thanks for reminding me; I agree, I'll do it.

",1,3
Committed to trunk.,0,3
"Thanks, JinJie!",1,3
"Yeah, I know.",0,3
Just noticed when trying to vote for 1.3.0.,0,3
"Qian,
 Does seem like something wrong with hudson.",0,3
Pat and myself are taking a look at it .,0,3
thanks,0,3
"Committed to trunk and flume-1.4, rev: c0c4947.",0,3
Thanks Brock!,1,3
