id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,,,,,,,,Integrated in Hadoop-Mapreduce-trunk #1386 (See https://builds.apache.org/job/Hadoop-Mapreduce-trunk/1386/) YARN-209. Fix CapacityScheduler to trigger application-activation when the cluster capacity changes. Contributed by Zhijie Shen. (Revision 1461773) Result = SUCCESS vinodkv : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1461773 Files : /hadoop/common/trunk/hadoop-yarn-project/CHANGES.txt /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/LeafQueue.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestRM.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/TestLeafQueue.java,Integrated in Hadoop-Hdfs-trunk #1358 (See https://builds.apache.org/job/Hadoop-Hdfs-trunk/1358/) YARN-209. Fix CapacityScheduler to trigger application-activation when the cluster capacity changes. Contributed by Zhijie Shen. (Revision 1461773) Result = FAILURE vinodkv : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1461773 Files : /hadoop/common/trunk/hadoop-yarn-project/CHANGES.txt /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/LeafQueue.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestRM.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/TestLeafQueue.java,Integrated in Hadoop-Yarn-trunk #169 (See https://builds.apache.org/job/Hadoop-Yarn-trunk/169/) YARN-209. Fix CapacityScheduler to trigger application-activation when the cluster capacity changes. Contributed by Zhijie Shen. (Revision 1461773) Result = FAILURE vinodkv : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1461773 Files : /hadoop/common/trunk/hadoop-yarn-project/CHANGES.txt /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/LeafQueue.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestRM.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/TestLeafQueue.java,Integrated in Hadoop-trunk-Commit #3537 (See https://builds.apache.org/job/Hadoop-trunk-Commit/3537/) YARN-209. Fix CapacityScheduler to trigger application-activation when the cluster capacity changes. Contributed by Zhijie Shen. (Revision 1461773) Result = SUCCESS vinodkv : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1461773 Files : /hadoop/common/trunk/hadoop-yarn-project/CHANGES.txt /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/LeafQueue.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestRM.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/TestLeafQueue.java,I just committed this to trunk and branch-2. Thanks Zhijie!,So; on a single-node cluster the patch works correctly. Cool; I am checking this in.,@Vinod; I tested the patch with the following logic: 1. Launch RM 2. Submit App 3. Check it is pending (Yes) 4. Launch NM 5. Check it is active (Yes) So; on a single-node cluster the patch works correctly.,The new version of the test makes more sense. Looks good.,So; in other words; if an application gets submitted to the RM before any NM registered; the application will be stuck in pending state. Right? Or you can just test this manually. Either of the above is fine by me.,Patch looks good; can you test this manually too? Something like this: Starting one NM with very little resources first and another with sufficient resources later and an app which can only run on the second NM.,+1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12575660/YARN-209.4.patch against trunk revision . +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 2 new or modified test files. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 javadoc. The javadoc tool did not generate any warning messages. +1 eclipse:eclipse. The patch built with eclipse:eclipse. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed unit tests in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-YARN-Build/615//testReport/ Console output: https://builds.apache.org/job/PreCommit-YARN-Build/615//console This message is automatically generated.,The log statement is removed and testActivatingPendingApplication is moved to TestRM and enhanced by checking the status before NM is added. @Bikas; I agree TestLeafQueue only is enough to verify the bug; but I think the test case that you provided before is valuable. Therefore; I included and updated it as a showing case of activating pending applications by adding more nodemanagers.,Patch looks good overall. I dont quite see what testActivatingPendingApplication() is buying us in its current form. If the leaf queue test fails before the fix and passes after it; then it should be enough IMO.,Reviewed the patch; looks fine; few minor comments I have: LeafQueue: The log statement isn't useful beyond debugging this issue; can be removed. testActivatingPendingApplication doesn't seem to belong to TestRMRestart; should move it to somewhere else. TestRM perhaps?,-1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12575556/YARN-209.3.patch against trunk revision . +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 2 new or modified test files. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 javadoc. The javadoc tool did not generate any warning messages. -1 eclipse:eclipse. The patch failed to build with eclipse:eclipse. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed unit tests in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-YARN-Build/605//testReport/ Console output: https://builds.apache.org/job/PreCommit-YARN-Build/605//console This message is automatically generated.,Extract the fixing code specifically for this issue from YARN-474; to make this issue unblocked. @Bikas' end-to-end test case is retained but simplified; because it is good example to demonstrate the problem described here.,@Hitesh; this is because in this ticket; there's no fix code. The failure is expected here. When YARN-474 is fixed; the failure should be gone.,@Zhijie; is the test failure related to your patch?,-1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12574896/YARN-209.2.patch against trunk revision . +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 1 new or modified test files. +1 tests included appear to have a timeout. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 javadoc. The javadoc tool did not generate any warning messages. -1 eclipse:eclipse. The patch failed to build with eclipse:eclipse. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. -1 core tests. The patch failed these unit tests in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager: org.apache.hadoop.yarn.server.resourcemanager.TestRMRestart +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-YARN-Build/564//testReport/ Console output: https://builds.apache.org/job/PreCommit-YARN-Build/564//console This message is automatically generated.,Given YARN-474 is fixed; the patch can be used to test the scenario that the applications are submitted before NM are registered.,Whenever more hardware is added to the cluster; LeafQueue#updateClusterResource will be triggered. The problem can be fixed by the patch for YARN-474 as well.,Right. Thats what the test in the attached patch does. But its a functional test.,Haven't looked at the code yet; trying to understand the scenario. So; in other words; if an application gets submitted to the RM before any NM registered; the application will be stuck in pending state. Right? If so; we can write a test like that.,-1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12552973/YARN-209.1.patch against trunk revision . +1 @author. The patch does not contain any @author tags. -1 tests included. The patch doesn't appear to include any new or modified tests. Please justify why no new tests are needed for this patch. Also please list what manual steps were performed to verify this patch. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 javadoc. The javadoc tool did not generate any warning messages. +1 eclipse:eclipse. The patch built with eclipse:eclipse. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed unit tests in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-YARN-Build/176//testReport/ Console output: https://builds.apache.org/job/PreCommit-YARN-Build/176//console This message is automatically generated.,Attaching a fix for the issue. Also attaching a test that times out without this fix and passes with it. There might be a simpler way to test this.,,,,,,,,,,,,,
81230,,,,,,,,The above commits were approved by Justin on the dev list; and have now been merged to the 0.18 branch.,0001-QPID-3999-Java-Broker-Get-the-user-name-from-HttpSer.patch (9th July) and 0001-QPID-3998-QPID-3999-System-tests-for-Rest-API-small-.patch (10 July) applied to trunk; after the branch for 0.18 was created. Commits were http://svn.apache.org/viewvc?view=revision&revision=1360120 and http://svn.apache.org/viewvc?view=revision&revision=1360121 respectively.,Robbie; I uploaded a newer version of a patch with REST API tests. Could you please review and commit it?,Attached a patch with changes in SaslServlet allowing to get username from HttpServletRequest#getRemoteUser(),Attached patch with system tests for REST API,Added patch changing management web layer to allow execution of DELETE and PUT methods functionality with POST requests. Change management UI to use POST requests for resource deletion.,Attached a patch adding RequestHeaderPreAuthenticatedCredentialsFilter into broker-web to allow set principal/subject from the specified request header. This filter can be used to set request credentials with Single Sign-On systems like Siteminder SS0. Possibly; the better place for the filter could be inside of management plugin; so; it could be used with stand-alone brokers. However; I am not sure about it as the filter adds the potential security hole into the web console. That's why this functionality is implemented as a filter instead of adding the code directly into AbstractServlet.,Attached a patch adding temporary authorization checks for message copy/delete/move in management web console,Attached a patch changing web console to use anonymous subject for non-authenticated requests,Attached a patch with a special module to build qpid war to deploy and run Qpid in servlet container.,Attached a patch adding default constructors to management servlets and making all links in web UI relative to the web application context,,,,,,,,,,,,,,,,,,,,,,,,,,,
23492,,,,,,,,behvaiors:ajax calls is not always 1:1. some behaviors are purely clientside. also; this comes up often so we should offer the devs a choice to do this even if it can have unwanted sideeffects.,Here is a behavior based on JQuery.bind() that allows that. I created it to show how to use JQuery's mouseenter/mouseleave events but it can be used for this case too. I believe that assigning several behaviors on the same event is bad practice because this will make several Ajax calls to the server side. Better do one call and then at the server side delegate to all interested parties.,I just ran into this problem; and do not understand the last comment. Is this issue solved? Would it be possible with some hints for how developer should attach multiple behaviours to the same event?,I think we did allow users to delegate AJAX calls to their behavior as they want with the new event dispatcher API.,I've been trying to implement something like IMergeableBehavior; but because of so many specific properties each behavior can provide; I think it won't be a good idea. Maybe other things must be considered to solve this: 1) Defining an IEventBehavior - which would serve for Javascript events *only*; like onChange; etc... interface IEventBehavior extends IBehavior; IHeaderContributor { åÊåÊåÊåÊpublic String getEvent(); } 2) Defining a class called AggregatedEventBehavior - which would... aggregate IEventBehaviors of the same event type class AggregatedEventBehavior { åÊåÊåÊåÊpublic AggregatedEventBehavior(IEventBehavior... events) { åÊåÊåÊåÊåÊåÊåÊåÊ... // check for event type consistency åÊåÊåÊåÊ} åÊåÊåÊåÊ.. // other methos like render; onComponentTag; etc; like in IBehavior } 3) Only one ajax call to this aggregated behavior (avoiding multiple Ajax calls) 4) If developer choses to add more than one event of the same type to a component; the framework should throw an exception. If the intention is to actually attach more than one behavior to the same event; the developer will have to use an IAggregatedEventBehavior 5) The need of a new method: Component.add(AggregatedEventBehavior) 6) Somehow; avoid the use of AttributeModifiers that refers to Javascript events Cheers; Bruno,moving to 1.4.0 This won't make it for 1.3,Assigned version (beta 4),I don't think this is going to make 1.3.0. Unscheduling for the time being.,The situation would already be improved a lot if the javadoc would make it clear that it is not possible to add multiple behaviors to the same event. Yet another option is to provide an aggregation behavior. Something that would allow you to merge 2 behaviors into 1. I am not sure how this could work. I am not familiar with Wicket.Event (a 1.3 feature?).,I don't really like this. We could use Wicket.Event for attaching events on to component instead of the attributes; but this would result in multiple ajax calls. I doubt that this is desirable.,i dont like what you propose; but i wont -1 it either; so go ahead.,i would say just call all ajax events that are on the same event. Why not that can be explained perfectly. Ajax works but if you have pure client side scripts it could fail (it could! because we still have already the ability to merge the behaviors!; so that you can prepend or append!),there is really no good way to do this that will work across the board. if we do it for ajax then people will want it for other things as well one compromise i can think of is to do this: iterate over behaviors that implement the invoked listener interface and call equals on them - if they are equal then invoke the listener on them as well is this a good compromise?,This has been discussed on the user list as well if I'm correctly. I thought the consensus was not to do anything about it; though error reporting could be improved?,,,,,,,,,,,,,,,,,,,,,,,,
8098,,,,,,,,*** Bug 9236 has been marked as a duplicate of this bug. ***,David; I believe this bug is due to broken implementations of upperCase and lowerCase in the Macintosh transcoder routines. I've checked in revised copies of these; and am listing the diffs below. Could you apply the diffs to your version and confirm that this fixes your problem? Then update this bug report? Thanks! åÊåÊdiff -u -r1.2 -r1.3 åÊåÊ--- MacOSUnicodeConverter.cpp 9 Apr 2002 15:44:00 -0000 1.2 åÊåÊ+++ MacOSUnicodeConverter.cpp 19 May 2002 22:57:56 -0000 1.3 åÊåÊ@@ -55;7 +55;7 @@ åÊåÊåÊåÊ*/ åÊåÊåÊ åÊåÊåÊ/* åÊåÊ- * $Id: MacOSUnicodeConverter.cpp;v 1.2 2002/04/09 15:44:00 knoaman Exp $ åÊåÊ+ * $Id: MacOSUnicodeConverter.cpp;v 1.3 2002/05/19 22:57:56 jberry Exp $ åÊåÊåÊåÊ*/ åÊåÊåÊ åÊåÊåÊ åÊåÊ@@ -468;20 +468;16 @@ åÊåÊåÊ#if defined(XML_METROWERKS) åÊåÊåÊ // Use this if there's a reasonable c library available. åÊåÊåÊ // Metrowerks does this reasonably åÊåÊ- wchar_t * p = (wchar_t*) toUpperCase; åÊåÊåÊ wchar_t c; åÊåÊ- åÊåÊ- while ((c = *p) != 0) åÊåÊ+ for (XMLCh* p = (XMLCh*)toUpperCase; ((c = *p) != 0); ) åÊåÊåÊ *p++ = std::towupper(c); åÊåÊåÊ#elif defined(XML_MACOSX) || true åÊåÊåÊ // This might work; assuming we're on an ascii compiler. åÊåÊåÊ // We'll use this under ProjectBuilder for now. åÊåÊåÊ // Note that this only handles the ascii portion of the åÊåÊåÊ // string; leaving all other characters in original case. åÊåÊ- wchar_t * p = (wchar_t*)toUpperCase; åÊåÊ- wchar_t c; åÊåÊ- åÊåÊ- while ((c = *p) != 0) åÊåÊ+ XMLCh c; åÊåÊ+ for (XMLCh* p = (XMLCh*)toUpperCase; ((c = *p) != 0); ) åÊåÊåÊ { åÊåÊåÊ if (c >= 'a' && c <= 'z') åÊåÊåÊ c += 'A' - 'a'; åÊåÊ@@ -492;26 +488;23 @@ åÊåÊåÊ#endif åÊåÊåÊ} åÊåÊåÊ åÊåÊ+ åÊåÊåÊvoid MacOSUnicodeConverter::lowerCase(XMLCh* const toLowerCase) const åÊåÊåÊ{ åÊåÊåÊ // å´å´å´ TODO: Support CFString for this conversion åÊåÊåÊ#if defined(XML_METROWERKS) åÊåÊåÊ // Use this if there's a reasonable c library available. åÊåÊåÊ // Metrowerks does this reasonably åÊåÊ- wchar_t * p = (wchar_t*) toLowerCase; åÊåÊåÊ wchar_t c; åÊåÊ- åÊåÊ- while ((c = *p) != 0) åÊåÊ+ for (XMLCh* p = (XMLCh*)toLowerCase; ((c = *p) != 0); ) åÊåÊåÊ *p++ = std::towlower(c); åÊåÊåÊ#elif defined(XML_MACOSX) || true åÊåÊåÊ // This might work; assuming we're on an ascii compiler. åÊåÊåÊ // We'll use this under ProjectBuilder for now. åÊåÊåÊ // Note that this only handles the ascii portion of the åÊåÊåÊ // string; leaving all other characters in original case. åÊåÊ- wchar_t * p = (wchar_t*)toLowerCase; åÊåÊ- wchar_t c; åÊåÊ- åÊåÊ- while ((c = *p) != 0) åÊåÊ+ XMLCh c; åÊåÊ+ for (XMLCh* p = (XMLCh*)toLowerCase; ((c = *p) != 0); ) åÊåÊåÊ { åÊåÊåÊ if (c >= 'A' && c <= 'Z') åÊåÊåÊ c += 'a' - 'A';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18121,,,,,,,,Resolved with no further action; so closed.,Chathura; we'd like to close this JIRA if it's done. As the original reporter can you please close this or comment on any further issues.,I guess I should have marked this 'resolved'; instead of 'closed' (pending verification by the folks who opened the JIRAs).,I guess I should have marked this 'resolved'; instead of 'closed' (pending verification by the folks who opened the JIRAs).,The org.apache.woden.tool.converter.Convert class has been updated to ensure that the 'xsd' namespace declaration is not dropped from the newly generated <description> element; so long as it existed on the <definition> element being converted.,Converted faulty WSDL 2.0 document,WSDL 1.1 document used for the conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63697,x,x,,,,,,Ah; fantastic - that works very well. Thanks!,I think that is possible with UpdateRequestProcessor. Instead of adding a custom tag to the XML; add them as normal fields (metadata1; 2; ...) which will be added to SolrInputDocument. In the processAdd method you will get access to the value by using SolrInputDocument#getValue(String field). Use them in whatever way you want; remove them from SolrInputDocument and add the final processed text to a new field using SolrInputDocument#addField and finally pass on for indexing by calling super.processAdd(SolrInputDocument).,I don't think the UpdateRequestProcessor will let me do what I want. Let me describe what we're trying to do - maybe I can do it easily without cloning XmlUpdateRequestHandler. We want to add additional data to the XML <doc> tag; a <RichContent> tag which has a couple attributes; and whose contents are textual data. We want to translate this data into different text and then attach it to one of the lucene fields in the SolrInputDocument; which can then be processed normally. What I want; I think; is to be able to override the readDoc() method in XmlUpdateRequestHandler. Does that make sense? I could easily be missing a simple solution; as I'm new to Solr.,this is an improvement; not a bug; so even if someone provides a patch we're not going to try and squeeze it in for 1.3.,We also had to do this to write a requesthandler that maintains original dates on overwrite adds. But then I found this: http://wiki.apache.org/solr/UpdateRequestProcessor - does the updateRequestProcessor solve your problem?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51837,x,,,,,,,The change you want would be nice; but is simply not possible. The form data is either available or not; if there's a file upload exception; then none of the data submitted in the form is available to Tapestry. This is a function of the multipart/form encoding type and the underlying Jakarta FileUpload library.,After working with the solution for this bug; it appears to be inconvenient. The uploadException appears to get thrown before the values from the form are bound to the page instance. So if I have the following code to handle the uploadException: public Object onUploadException(Throwable cause) { myForm.recordError('Files may not be larger than 1.5 MB. Please choose a smaller file.'); return this; } ... then the page is completely empty when the user is returned to the page. Most (all?) people would treat this as a validation error when the file size is exceeded. I'm hoping that we end up with something like this: <input t:type='upload' t:id='file' validate='required' maxsize='1500000'/> And a default error message similar to the one above would be returned to the user. Feasible?,Final solution is to notify the containing page with an uploadException event; let it decide what to do.,The only solution I can see for this is to add an 'incomplete' flag to the UploadedFile interface. I believe that once we hit this exception; we can't count on getting any other uploaded files; or potentially; any of the other query parameters. Possibly the correct course is to identify the page; and trigger a specific event to indicate the failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,,,,,,,,See bug 5694 for the DOMException problem.,It looks like the performance improvement in Xerces 2.0.0B4 might actually be a bug. Most of the time in Xerces 1.4.4 (or in Xerces 2.0.0B3) is spent in appending chunks of text. With the large number of entity references; those parsers (in the non-deferred DOM case) receive a chunk of text between entity references; then a predefined entity reference; then a chunk of text between references; etc. Each of those chunks is appended onto a single TEXT_NODE. In Xerces 2.0.0B4 the AbstractDOMParser is creating an ENTITY_REFERENCE_NODE for each reference to a predefined entity and TEXT_NODEs for the chunks of text in between. This eliminates all of the overhead of appending. However; that behaviour is not permitted by the DOM API Recommendation[1]. As soon as we fix that problem; we'll be able to reproduce the performance problem in Xerces-2; so I'll update the product and version; and reopen the bug. I'm not sure whether we'll be able to do anything about it; though. I was also able to reproduce the DOMException with j_caesar.xml that you mentioned; I'll open a separate bug for that. [1]: http://www.w3.org/TR/2000/REC-DOM-Level-2-Core- 20001113/introduction.html#ID-E7C30824,I can't reproduce the DOMException - given the fact that you only parse document and don't make any DOM modifications; this error does not make much sense.. (I've run the testcase using the test program you've provided and dom.Counter sample). I am not sure we can fix the performance bug in Xerces 1.4.4 - all Xerces developers now work on Xerces2. If you have any patches for Xerces 1; you are welcome to submit those. Thank you!,- I did not use deferred DOM. Using Xerces 1.1.3 - The j_caeasar_escaped.xml document takes 82528ms to parse - The j_caesar.xml document only takes 611ms to parse. Using Xerces2 beta4: - The j_caeasar_escaped.xml takes only 420 ms to parse; so the problem seems to be solved in this version :) - The j_caesar.xml document causes the following exception to be thrown: åÊåÊåÊåÊåÊ[java] org.w3c.dom.DOMException: DOM001 Modification not allowed åÊåÊåÊåÊåÊ[java] at org.apache.xerces.parsers.DOMParser.parse(DOMParser.java:190),Created an attachment (id=973) Zip file with test case (java source and XML docs),1. Do you use deferred DOM? 2. Can you try to run it against Xerces2 beta4 (or the latest code in CVS?) 3. Can you provide a sample file? Thank you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42670,,,,,,,,add separate handling for webkit browser,Hello Pascal; please add the patch with 'Grant license to ASF for inclusion in ASF works (as per the Apache License å¤5)' checked Regards Bernd,Add separate handling for webkit in make OveraySemitransparent function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17895,,,,,,,,Verified. I added the info to the RELEASE_NOTES file.,I'm closing this as we aren't planning to implement the only remaining issue. I propose we just add an item to the release notes that we're 99% conformant apart from child iframe support.,WOOKIE-308 is the only remaining issue affecting conformance; we aren't going to fix that for 0.9.2 so I'll re-open this issue and punt to 0.10.0 to fix along with WOOKIE-308,OK; I've checked again and it looks like the WebStorage spec changed or I misinterpreted it: while clear() must remove the entries; getItem() must return Null rather than undefined when requesting a non-existing item: widget.preferences.clear(); // get rid of everything widget.preferences.setItem('foo'; null); // set 'foo' to equal null widget.preferences.getItem('foo'); // tuple exists and is set to null; return null widget.preferences.getItem('completely_undefined_bar'); tuple doesn't exist; return null I've updated Wookie and we can now pass test 'at'. We don't pass 'au' but I'll raise another issue for that.,(commits in the w3c test cases repo; not wookie!),OK; looks like my commits fixing the two tests were reverted; so no wonder at and au fail now. I'll follow that up and see if I can resolve it.,Hmm; I updated the 'at' and 'au' test cases at W3C to check for typeof==='undefined' rather than Null so they shouldn't be failing now...,I have just re-run all these tests on Windows 7; in the following environments... IE 9 Firefox 9.0.1 Opera 11.10 Google Chrome 16.0.912.75 m and the results were the same in each case... Test 'return-empty-strings' fails because widget.id returns wookies internal generated Id (expected behavior for wookie) Test 'setItem-fires-event' fails (storage event from iframe) Test 'removeItem-fires-event' fails (storage event from iframe) Test 'clearItem-fires-event' fails (storage event from iframe) Test 'Test at' fails because widget expects window.widget.preferences.getItem('deletable') to be null. it is actually 'undefined' Test 'au' fails because widget expects prefs.getItem('test1') to be null. it is actually 'undefined' It looks to me that this is in keeping with Scotts results; ok to verifiy now?,So here's the summary: #1 Fixed #2 Not a bug - I think its reasonable we pass on generated ids in the metadata #3 I don't think its really relevant as its an edge case. If anyone asks for sending storage events to child frames we can do it; but its not exactly urgent. #4 This is a test error - I've filed a bug with w3c ... so I'm closing the issue,I've fixed the engine.js error - this was caused by trying to delete prefs that throw a NO_MODIFICATION_ALLOWED_ERR . However the test case itself seems to be wrong as it expects cleared prefs to be === Null rather than typeof 'undefined'.,Current test results (0.9.2 rev 1199782) show mostly green; the following red: 1 Test preferences_attrreadonly failed because preferences in window.widget is not read-only 2 Test return-emtpy-strings failed because one of the attributes returned an incorrect value 3 Test did not run or storage event was never fired. 4 Test au failed because the values of the stored preferences were not what they should have been. #1 is because the preferences attribute itself is not read-only #2 is because we always generate an ID for a widget; even if it doesn't have one by default. #3 is a bit of a strange one to implement I'm not sure what causes the problem with #4; but it throws an engine.js error.,,,,,,,,,,,,,,,,,,,,,,,,,,,
60790,,,,,,,,build.xml cleanup... Committed revision 1368286. - trunk Committed revision 1368287. - 4x,DIH... Committed revision 1368190. - trunk Committed revision 1368191. - 4x ...this should be done now; but i want to sanity check all the packaging before resolving.,contrib/uima and contrib/extraction ... Committed revision 1367384. - trunk Committed revision 1367385. - 4x,Finished these... solr/contrib/analysis-extras/CHANGES.txt solr/contrib/clustering/CHANGES.txt solr/contrib/langid/CHANGES.txt ...and committed checkpoint to reduce risk of conflicts as other people edit solr/CHANGES.txt... Committed revision 1367377. - trunk Committed revision 1367378. - 4x,1,If i don't see any objections; i'll start the grunt work to merge all the files into solr/CHANGES.txt sometime next week.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23357,,,,,,,,It is just resolved in 2.0 and the changes for 1.x have been committed at the same moment. The dot: you'll find that the xml parser is not a general purpose xml parser complying to all details of xml. It doesn't have to. It just implements what is sufficient for Wicket. If only if there is a real need to implement an additional detail; than we'll do it. The dot; though in the spec; is nowhere used. So why bother and implement,Juergen; why do you close the issue so quickly? It's not applied to branch 1.x; and its' not even fixed properly in trunk. Did you see that I attached a patch and that I assigned this issue to myself? There is not only the hyphen; there is also the dot that is missing. And naming it VARIABLE_NAME2 is very dubious.,XML_NAME must not contain the colon,Updated patch; NCNameChar does not have the ':' sign See http://www.w3.org/TR/REC-xml-names/#NT-QName,Fixed in 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,,,,,,,,See comments above; closing,The error text states the problem of this issue. The elements are not valid according to the config's schema file. If you have questions; the schema for xsdconfigs lives in src/configschema/schema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5294,x,x,,,,,,After re-compiling the applcation and re-deploying everything worked properly; seems like during the first deployment something wrong happened and something got corrupted. Closing this issue as invalid. Thanks for your assistance.,Xerces 2.6.2 is a very old release. We've made many performance improvements and bug fixes since then. Please check whether this is still an issue with the latest Gump build [1]. If the problem still exists you should attach a complete test case (including the XML document and schema) to this JIRA issue so that we can reproduce it. [1] http://vmgump.apache.org/gump/public-jars/xml-xerces2/jars/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19905,,,,,x,,,Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.,I will do some further investigation; not sure if it's a wicket problem or caused by the alternative serialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
