id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,
31936,,,,,,x,,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,Thanks for ticking the box Jun Guo,Update this patch again with more appropriate attachment license 'Grant license to ASF for inclusion in ASF works'.,The problem I saw was that the test didn't throw the exception that was expected and hence the test failed. I didn't look into the details but if you don't see the same behviour lets look at what's different between your environment and my environment,Simon; Could you paste your problems here? Thanks.,Thanks for the patch Jun Guo it looks good. I committed it at revision: 718951. I marked ASM50001 as ignored as follows; åÊåÊåÊåÊ@Ignore('TUSCANY-2675') as I had problems with it. Can you take a look and see if this is a Tuscany or test problem?,Update some files. Pls use this one. The directory level is Tuscany\vtest\assembly\component\src.,I created this patch on the vtest\assembly\component level; you can try it for a verification.,Hi JunGoa Thanks for the patch. Can you try the diff from the top level of your test directory so that all the changes; new files and changes; are included in the same patch. I can then apply it in one go and test it. Thanks Simon,,,,,,,,,,
29014,x,,,,,,,applied patch; slight indentation reformating. Thanks Tommaso!,patch with above modifies supplied,,,,,,,,,,,,,,,,,
69716,,,,,x,,,I really meant to remove this functionality: What is the use for it anyway ? It doesn't hurt today (except for a few bytes eaten) but it may be confusing. So; if there is no clear use and requirement for it; I suggest to just remove it.,> Disabling the plugin by configuration is IMHO not required because the Web Console is targeted at admins only. ok; I see your point - I'll leave the setting in for now; I don't think it hurts to have it.,Disabling the plugin by configuration is IMHO not required because the Web Console is targeted at admins only. And those would probably be interested in seeing the background jobs - no matter where they come from.,TODOS removed in revision 1231129. Plugin made optional in revision 1231138; can be disabled by configuration. The use case for disabling the plugin is when background jobs are user-level operations: our plugin is good enough for admin-level background jobs; but for end users it's good to have a UI that's integrated with the rest of your system's user-level UI. That was the whole idea behind the JobConsole service; to be able to create customized consoles; in which case it can be good to disable the webconsole plugin to avoid confusion.,> It might also be good to make this plugin optional; in case users want to supply a custom variant. Why ? Isn't our plugin good enough ?,,,,,,,,,,,,,,
70265,,,,,,x,,If I see it correctly; the current implementation creates a resource provider for each symlink - I fear what happens if there are hundreds or thousands of symlinks,I'm still not 100% convinced that a resource decorator couldn't solve the simple use case. I wouldn't go into merging or overlaying etc. just plain linking :) So; if you have resources /a/b1 and /a/b2 and symlink resources: /s/x1 -> /a/b2 /s/x2 -> /a/b1 Listing the children of /s gives you x1 and x2 - you could also have a non symlink resource /s/x3 there When requesting /s/x1 the resource decorator detects the symlink and returns a resource with the path /s/x1 but forwards all other methods to the resource of /a/b2. This of course works only for this level; so the question is just what a list children of /s/x1 returns or it is desired to allow deep links like /s/x1/bla/bli/blo which is then resolved to /a/b2/bla/bli/blo.,Here my naive two cent to this topic: Why not simply extending the existing JcrResourceResolver to make it recognizing sling:symlink (or so) node types and make it return the referenced resource instead of the requested resource. This way there is no confusion in what this feature does: using a resource at one location as a 'placeholder' for a resource at some other location. Here some use cases where this feature would come in quite handy: 1. Site Navigation: Creating views to the content tailored to requirements of certain groups of users. These views are comparable to database views with the exception that they are static: a subtree contains only sling:symlink nodes to build up the 'view'... 2. Reducing redundancy by reusing existing resources in a different context.,What I'm thinking is let's say... Node /b/bar has property text1='one' Node /b/baz has property text2='three' Node /a/foo has property text='two' Node /a/foo also has sling:overlayPath = [/b/bar; /b/baz] /a/foo.json will return { åÊ'text' : 'two'; åÊ'sling:overlayPath' : ['/b/bar'; '/b/baz']; åÊ'text1' : 'one'; åÊ'text2' : 'three' },@Justin > Any reason you couldn't have this be a multivalued property? I cannot imagine how that would work. Could you elaborate? Ok; thank you very much for the plentiful feedback! I'll take this through another iteration to incorporate your feedback. I'll drop the symlink idea in favor of the overlay mechanism. This should simplify the code a little and does make sense for me; since I don't have the symlink use-case at the moment. Unfortunately I don't have much time on my hands to work on this during my day job; so it may take a little while.,>> Just thinking out loud here; but how about *only* supporting overlays. I can see how >> overlays and symlinks are related; but they actually seems like different use cases. > >Ok; that could be easily done. What about the following: if we think of the tree we want to overlay as the 'shadow'-tree (again; I'm open for >better names); we could define a property 'sling:shadow' (or sling:shadowPath; sling:shadowRoot?). 'sling:shadow' would contain a string >value; the root path of the 'shadow'-tree. I liked 'overlay' :) Any reason you couldn't have this be a multivalued property? > You suggest *only* supporting overlays. Would you drop the symlink use-case entirely; implement it using shareable nodes or support it via > a sling:symlink (aka sling:symlinkTarget; playing the names-game again) property? Supporting the last use-case would be trivial; however; it > might be confusing. I would say drop it entirely. It can be done with shareable nodes and it sounds like you don't need it. If someone needs it in the future; we can revisit.,I suggest sling:overlayPath for the property name. As for symlinks; I'd consider this a distinct problem; and if needed create a distinct component to handle them. I think that's what Justin meant.,> Just thinking out loud here; but how about *only* supporting overlays. I can see how > overlays and symlinks are related; but they actually seems like different use cases. Ok; that could be easily done. What about the following: if we think of the tree we want to overlay as the 'shadow'-tree (again; I'm open for better names); we could define a property 'sling:shadow' (or sling:shadowPath; sling:shadowRoot?). 'sling:shadow' would contain a string value; the root path of the 'shadow'-tree. You suggest *only* supporting overlays. Would you drop the symlink use-case entirely; implement it using shareable nodes or support it via a sling:symlink (aka sling:symlinkTarget; playing the names-game again) property? Supporting the last use-case would be trivial; however; it might be confusing.,> Just thinking out loud here; but how about *only* supporting overlays. I can see how > overlays and symlinks are related; but they actually seems like different use cases. I like that.,> However; the use-case I need to cover is creating a language tree in a WCM scenario; which can be gradually overlayed with translated > pages Just thinking out loud here; but how about *only* supporting overlays. I can see how overlays and symlinks are related; but they actually seems like different use cases.,Re-attached and granted license to ASF.,Thanks for the feedback so far! @Bertrand > Seems like this could be very confusing...if you really need it; I'd suggest making it configurable and turned off by default. It is configurable via the sling:overlayable boolean property and the default; i.e. if the property is missing; is off. @Felix > * As for the symlink query: I would look for sling:symlinkTarget properties agreed > * sling:overlayable: I understand the concept; but: can we come up with a nicer name ? ;-) Please feel free to suggest something more intuitive ;) > * The ResourceResolver field of the SymlinkManager should be private. Access to the field for the SymlinkResourceProvider > should be possible using a getter method Yes; that should be private. I think it is not used by SymlinkResourceProvider at all. > * SymlinkResourceProvider.listChildren should probably support non-Symlink resources; particularly if the symlink overlay is > enabled Yes; I was thinking about this. I don't think it's trivial; as the ResourceResolver might go into a recursion. That's the reason I'm using the JCR API in places. An option might be to directly query other ResourceProviders. > * As a convenience it would be usefull to add the rootPath to the service.description property of the provider service registration Purely for information? Yes; makes sense. A web console plugin might also be useful. I was also playing with the thought of exposing SymlinkManager as a service and provide an API to e.g. list registered symlinks. > * Not sure here: Would it make sense to have the sling:SymlinkResource type also extend sling:Resource ? Not sure either; probably won't hurt. What's the use of slingResource btw? > * How is the symlink resource accessible ? I used CRXDE lite for testing; which works via the Jackrabbit davx servlet. Therefore I don't know. Is the POST servlet purely JCR based? If that's the case; at least modifications would be possible. It seems; however; that a solution is needed to also view the symlink definition. Ideas welcome :) > ... one more thing: for us to be able to use this contribution you should upload it with the 'Grant license to ASF for inclusion in ASF works' button checked. Thanks. That's a mistake; I meant to check this of course. @Justin I agree that shareable nodes could be an alternative way to explore this. However; the use-case I need to cover is creating a language tree in a WCM scenario; which can be gradually overlayed with translated pages. So the 'with exception of overlayable' would have hurt.,with the exception of 'overlayable'; don't JCR 2 shareable nodes accomplish the same thing and have the advantage that the post servlet will work on all members of the shared set?,... one more thing: for us to be able to use this contribution you should upload it with the 'Grant license to ASF for inclusion in ASF works' button checked. Thanks.,Looks interesting to me .... @Carsten: I don't think ResourceDecorator would help here; because this functionality really creates a virtual subtree in the resource tree root et the symlink resource containing the subtree rooted at the symlink target. Some comments to the patch: åÊåÊ* As for the symlink query: I would look for sling:symlinkTarget properties and not the node type. The node type is mostly åÊåÊåÊåÊåÊåÊinteresting for applications/administrators but on an implementation level; the property is what we are interested in åÊåÊ* sling:overlayable: I understand the concept; but: can we come up with a nicer name ? ;-) åÊåÊ* The ResourceResolver field of the SymlinkManager should be private. Access to the field for the SymlinkResourceProvider åÊåÊåÊåÊåÊåÊshould be possible using a getter method åÊåÊ* SymlinkResourceProvider.listChildren should probably support non-Symlink resources; particularly if the symlink overlay is åÊåÊåÊåÊåÊåÊenabled åÊåÊ* As a convenience it would be usefull to add the rootPath to the service.description property of the provider service registration åÊåÊ* Not sure here: Would it make sense to have the sling:SymlinkResource type also extend sling:Resource ? åÊåÊ* How is the symlink resource accessible ? Symlink Resource Access: Provided you have a resource /content/symlink with a symlink target set to /content/target. Thus accessing /content/symlink would actually return you the /content/target resource; which makes perfect sense. But: How is the actual /content/symlink resource accessible ? For example; if we want to remove the symlink or if we want to retarget the symlink ?,Thanks for the clarifcation. > Then if /a/foo has property sling:overlayable=true > (in addition to sling:symlinkTarget = /b/bar) > /a/foo/4/text is 'four' Seems like this could be very confusing...if you really need it; I'd suggest making it configurable and turned off by default. IMO symlinks should mimic what happens in a unixish filesystem: if /a/foo has sling:simlinkTarget = /b/bar; I'd like /a/foo and everything under it to be the same tree as /b/bar.,@Carsten I didn't look into the ResourceDecorator mechanism; so I don't know if the same use-case could be implemented that way. But if you have input I'm certainly very interested. @Bertrand The example you gave is precisely what I had in mind and what the patch achieves. Additionally; extending your example; assume /a/foo/4 has property text='four' Then if /a/foo has property sling:overlayable=true (in addition to sling:symlinkTarget = /b/bar) /a/foo/text is 'one' /a/foo/4/text is 'four' /a/foo/4/2/text is 'three',> ...JCR content from the sling:symlinkTarget path is then exposed below the symlink node... Not sure if I understand this correctly; can you confirm that the use case is as follows? Node /b/bar has property text='one' Node /b/bar/4/2 has property text='three' Node /a/foo has property text='two' Then if /a/foo has sling:simlinkTarget = /b/bar /a/foo/text is 'one' /a/foo/4/2/text is 'three' Is that correct?,I haven't looked into your patch yet; but what about using a ResourceDecorator instead of a provider - this avoids all observation stuff etc.
20927,,,x,,x,,,woops; thought this was already fixed...,Here is a patch that almost work. The idea is that PageManager.touchPage() is called only in Page#onAfterRender() and before redirect in the case of redirect_to_render strategy. The runtime is OK but WicketTester has some problems; mostly because MockPageManager is dumb.,This is not fixed actually. I'll give a try on the approach with lazy getting the page id.,maybe we can make page#getnumericid() get the id lazily. usually if something does call page#getnumericid() the page is not stateless.,This id is get from the Session during page construction. It is not possible at this point to know whether it is stateless or not. Non-stateless component/behavior can be added to the page before render-time. This is even how trunk works at the moment.,,,,,,,,,,,,,,
49893,x,,,,,,,Fixed - thanks!,,,,,,,,,,,,,,,,,,
73717,x,,,,,,,Patch applied; thanks,Fix sets first result query parameter to 0.,,,,,,,,,,,,,,,,,
15073,,,,,,,,duplicate of WW-1598,From the mailing list: when the 'targets' attribute is set to a parent element of the form; and the link is hit; the content of the 'targets' element is set to 'Loading...'; the problem is that doing this will 'erase' the form in IE (duh). So when dojo iterates over the fom to build the parameters; the form is empty (form.element.length == 0) in IE; but in FF the elements are still there. So; when you have an scenario like this; you can't show the loading text. Now the bad news; there is no way to prevent the loading text from being shown; I created a ticket for it the other day with a patch; but it is scheduled for 2.1.0: https://issues.apache.org/struts/browse/WW-1570,I was able to reproduce the problem! Not that I'm happy; but at least we are on the same page now,I am attaching an 'enhanced' index.jsp file. Links in different positions; with different targets; some of them using filter script. All these links do work and submit data with FF 2.0 I tried to use it with IE6 - this time IE does not even make request after clinking on any of these links. IE shows error message about missing tooltip script even just after loading - before any action from my side. I am still using snapshot 2.0.4 downloaded last weekend.,I have no access to that dev machine here; will try to answer this question in about 6 hours. But I am pretty sure I tried to make some variants of that sample and use 3 anchors: inside the form outside the form but still inside the parentDIV - formId set outside the parentDIV - formId set I am sure it still did not work; but now I am not sure if it still did not append params or if it failed to meke the request completely. I will verify it later today and send some comment here.,That's an old problem and has been there for a while. Shouldn't be related to the from submit problem. I have a question; if you move the submit button (or the anchor) outside the form; and specify the form using the 'formId' attribute; does it pass the parameters on the request?,I do not know if it matters here; I will copy some info from the users mailing list that I made last week. I am not sure if this is the problem; or at least a part of the problem; but I get it also on the simple test page attached above. Fresh browsers; cache cleared; refreshing with SHIFT (/esu is my app prefix). I was running the sample using struts 2.0.4 snapshot downloaded from nightlies on the weekend. /esu/ajax/index.jsp <--- location of the test JSP file /esu/struts/xhtml/styles.css /esu/struts/dojo/dojo.js /esu/struts/dojo/src/browser_debug.js /esu/struts/dojo/src/debug.js /esu/struts/simple/dojoRequire.js /esu/struts/ajax/dojoRequire.js /esu/struts/CommonFunctions.js /esu/struts/dojo/src/widget/html/Tooltip.js /esu/struts/dojo/src/widget/html.js /esu/struts/dojo/src/widget.js /esu/struts/dojo/src/_package_.js /esu/struts/dojo/src.js /esu/struts/dojo/_package_.js Messages on the FireBug console under FF2.0 --------------------------- But I also get some 404s under FF: GET http://localhost:8080/esu/struts/dojo/src/widget/html/Tooltip.js GET http://localhost:8080/esu/struts/dojo/src/widget/html.js GET http://localhost:8080/esu/struts/dojo/src/widget.js GET http://localhost:8080/esu/struts/dojo/src/__package__.js GET http://localhost:8080/esu/struts/dojo/src.js GET http://localhost:8080/esu/struts/dojo/__package__.js Could not load 'dojo.widget.html.Tooltip'; last tried '_package_.js' [Break on this error] throw _13||Error(_12); Message from IE6 ------------------------------ Could not load widget 'dojo.widget.html.Tooltip' last tried '_package_.js' FF reports errors on the console but submission works. IE fails and does not give much more info. I tried to instal the developer's plugin for IE; but it does not give much more info here.,I will try on different locales; I guess that's the only difference; I also have Windows XP (I tried on Linux also). What find strange is that the 'targets' is used after the request is made; so changing the target shouldn't affect how the request is made.,Since the weekend I tried to reproduce the issue using the above 2 JSPs on 3 other computers with IE6. The configuration is: XP SP2 with all recent patches; latest IE6. If it matters - the locale in use is PL. I have this problem for about a month; since I started using this way of submitting forms. Issue with my original JSPs (a bit more complex than the attached samples) was reproduced on several other; remote machines. All the time it works on FF 2.0; and does not pass params under IE (makes request but does not append params). I understand it's difficult to fight against sth that cannot be reproduced; but the issue is there.,I wasn't able to replicate this problem.,,,,,,,,,
77424,,,,,,,,The macro is also deprecated now; it is advised to use åÊåÊåÊåÊåÊåÊåÊåÊ#showRSSAutodiscoveryLink(),The macro name is mispelt; it should be #showRSSAutodiscoveryLink(); the d in discovery is lower case.,Sean; Thanks! Resolved along with ROL-930 at SVN revision 358682 on trunk. Should appear in Roller 2.1.,When sent that first e-mail; I was talking about RSD (Really Simple Discovery) which is used to find how to post/edit to the blog. Not RSS Auto-Discovery. Anyways; I am preparing to submit a patch to add a #showRSDLink() macro to each theme and will put the #showRSSAutoDiscoveryLink() macro in where needed; if directed to do so by the dev list.,,,,,,,,,,,,,,,
7461,x,,,,,,,I verified the fix using the xml-xerces_20040107172932.tar.gz CVS snapshot. Thanks!,I've just put a fix for this in CVS; can you please verify? As to why we moved from fopen to open; see bug 4556 (http://issues.apache.org/bugzilla/show_bug.cgi?id=4556).,,,,,,,,,,,,,,,,,
12298,x,,,,,x,,The issue is very old. Can you please confirm it with the latest CVS source cut ? Thanks!,I continue my test and the result is the same on Windows 98 SE; Windows 2000; and now Windows XP. They are always different result between Xalan 1.5 et Xalan 1.7. I sum up and after I ask you some questions. I take very care with lines wrap. All line are under 80 characters except result files but it doesn't matter. Call: xalan -o bug_func.txt bug_func.xml bug_func.xsl Data file bug_func.xml: <?xml version='1.0' encoding='iso-8859-1' standalone='yes'?> <A> åÊåÊ<B/> åÊåÊ<R1> åÊåÊåÊåÊ<P><L l='d' t='d1'/><L l='f' t='f1'/><L l='e' t='e1'/></P> åÊåÊåÊåÊ<P><L l='d' t='d2'/><L l='f' t='f2'/><L l='e' t='e2'/></P> åÊåÊ</R1> åÊåÊ<R2> åÊåÊåÊåÊ<!-- change place of l='e' (3 => 2) --> åÊåÊåÊåÊ<P><L l='d' t='d1'/><L l='e' t='e1'/><L l='f' t='f1'/></P> åÊåÊåÊåÊ<P><L l='d' t='d2'/><L l='e' t='e2'/><L l='f' t='f2'/></P> åÊåÊ</R2> åÊåÊ<R3> åÊåÊåÊåÊ<!-- change place of l='e' (2 => 1) --> åÊåÊåÊåÊ<P><L l='e' t='e1'/><L l='d' t='d1'/><L l='f' t='f1'/></P> åÊåÊåÊåÊ<P><L l='e' t='e2'/><L l='d' t='d2'/><L l='f' t='f2'/></P> åÊåÊ</R3> </A> Script file bug_func.xsl: <?xml version='1.0' encoding='ISO-8859-1'?> <xsl:stylesheet version='1.0' åÊåÊxmlns:xsl='http://www.w3.org/1999/XSL/Transform'> åÊåÊ<xsl:strip-space elements='*'/> åÊåÊ<xsl:output method='text' encoding='ISO-8859-1'/> åÊåÊ<xsl:template match='B'> åÊåÊåÊåÊ<xsl:text>@cas R1.a Ok:&quot;</xsl:text> åÊåÊåÊåÊ<xsl:value-of select='/A/R1/P[L/@l='e' and åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊL/@t='e1']/L[@l='f']/@t'/> åÊåÊåÊåÊ<xsl:text>&quot;@cas R1.b not Ok (empty):&quot;</xsl:text> åÊåÊåÊåÊ<xsl:value-of select='/A/R1/P[L/@l='e' and åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊnormalize-space( L/@t)='e1']/L[@l='f']/@t'/> åÊåÊåÊåÊ<xsl:text>&quot;@cas R2.a Ok:&quot;</xsl:text> åÊåÊåÊåÊ<xsl:value-of select='/A/R2/P[L/@l='e' and åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊL/@t='e1']/L[@l='f']/@t'/> åÊåÊåÊåÊ<xsl:text>&quot;@cas R2.b not Ok (empty):&quot;</xsl:text> åÊåÊåÊåÊ<xsl:value-of select='/A/R2/P[L/@l='e' and åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊnormalize-space( L/@t)='e1']/L[@l='f']/@t'/> åÊåÊåÊåÊ<xsl:text>&quot;@cas R3.a Ok:&quot;</xsl:text> åÊåÊåÊåÊ<xsl:value-of select='/A/R3/P[L/@l='e' and åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊL/@t='e1']/L[@l='f']/@t'/> åÊåÊåÊåÊ<xsl:text>&quot;@cas R3.b Ok:&quot;</xsl:text> åÊåÊåÊåÊ<xsl:value-of select='/A/R3/P[L/@l='e' and åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊnormalize-space( L/@t)='e1']/L[@l='f']/@t'/> åÊåÊåÊåÊ<xsl:text>&quot;@</xsl:text> åÊåÊ</xsl:template> </xsl:stylesheet> Result file with Xalan 1.5 and Xerces 2.2: @cas R1.a Ok:'f1'@cas R1.b not Ok (empty):'f1'@cas R2.a Ok:'f1'@cas R2.b not Ok (empty):'f1'@cas R3.a Ok:'f1'@cas R3.b Ok:'f1'@ No bug: After the two '(empty):' you find ''f1'' Result file with Xalan 1.7 and Xerces 2.4: @cas R1.a Ok:'f1'@cas R1.b not Ok (empty):''@cas R2.a Ok:'f1'@cas R2.b not Ok (empty):''@cas R3.a Ok:'f1'@cas R3.b Ok:'f1'@ Bug: After the two '(empty):' you find '''' Xalan 1.5 Executable files: 23/04/2003 14:41 110ÌâåÊ592 Harness_1_5_0.dll 23/04/2003 14:30 1ÌâåÊ961ÌâåÊ984 Xalan-C_1_5_0.dll 23/04/2003 14:43 16ÌâåÊ384 Xalan.exe 07/02/2003 05:03 2ÌâåÊ072ÌâåÊ576 xerces-c_2_2_0.dll Xalan 1.7 Executable files: 14/01/2004 02:05 118 784 Harness_1_7_0.dll 14/01/2004 02:04 1 998 848 Xalan-C_1_7_0.dll 14/01/2004 02:06 24 576 Xalan.exe 14/01/2004 01:54 49 152 XalanMessages_1_7_0.dll 02/12/2003 16:25 2 490 368 xerces-c_2_4_0.dll Questions: 1- Do you find the same difference? 1a- If not; are you sure you use exactly the same executable files? The Xalan 1.7 is always on the download servers. You have the list I use juste before. 1b- If you always don't find; may I send you my Xalan 1.5 and åÊåÊåÊåÊåÊåÊXalan 1.7 executable files in a zip? How can I do? åÊåÊåÊåÊåÊåÊThere are somehting may be very important. You wrote: åÊåÊåÊåÊåÊåÊ'I ran your stylesheet using Xalan-C 1.7; Saxon 6.5.2; msxsl 4.0' åÊåÊåÊåÊåÊåÊIs the same that xerces 2.4 on the download? 2- You wrote me the 'value-of' expression are wrong åÊåÊåÊåÊ(Mix between node-set and string) 2a- How do you explain that I find different result between: 2aa- Xalan 1.5 and Xalan 1.7 2ab- R1.a and R1.b expression 2ac- R2.a and R2.b expression 2ad- Difference between R1.b or R2.b and the others 2b- but the same result between: 2ab- R3.a and R3.b expression You notice that: Note 1: R1.a; R2.a and R3.a are equivalent R1.b; R2.b and R3.b are equivalent Note 2: The only difference between Rx.a et Rx.b is the use of the normalize-space function. And my data type parse show that all are in a string type. From this point of view; the normalize-space function is involute: string = normalize-space( string) If that I assume is wrong; you can't anyway explain the serial questions 2. Note 3: With Xalan 1.7; I think that the call of normalize-space break the search from the first three nodes <A><Rx><P><L l='d' t='d1'/>. This is the bug.,As I stated before; I tested your stylesheet with a number of processors; and they all produced the same result. There is no bug here. In the first case you think is bad; no nodes are selected. The normalize-space () function accept a string as a parameter; but you are passing a node-set. The standard XPath conversion is to take only the _first_ node of the node-set; in document order; and convert that to a string. The result is another string that has been normalized. In this case; the string value is 'd1'; and the comparison to the literal string 'e1' fails. The second case is similar. You seem to be assuming the call to normalize_space() using a node-set will somehow return multiple strings; and the = operator will use existential quantification and find that one of the strings matches the literal string 'e1'. Although that is how the = operator works with a node-set; it does not work that way with a function that accepts a string and returns a string.,- Add precision about system et executing files - Add bug_func.txt expected (if there is no bug) - I don't test with another functions (Only with normalize-space function) - There are incontrolled automatic wrap on file: = bug_func.xsl; tag xsl:value-of = 2xbug_func.txt (With bug working and ok) - Precision about system et executing files = The bug is working on Windows 2K and Windows 98 SE. = No bug with Xalan 1.5.0 and Xerces 2.2.0 on Windows 98 SE. - Precision about executing files = xalan Xalan version 1.7.0 Xerces version 2.4.0 ... = Dir of executing files: 14/01/2004 02:05 118ÌâåÊ784 Harness_1_7_0.dll 14/01/2004 02:04 1ÌâåÊ998ÌâåÊ848 Xalan-C_1_7_0.dll 14/01/2004 02:06 24ÌâåÊ576 Xalan.exe 14/01/2004 01:54 49ÌâåÊ152 XalanMessages_1_7_0.dll 02/12/2003 16:25 2ÌâåÊ490ÌâåÊ368 xerces-c_2_4_0.dll bug_func.txt expected (with no bug): @cas R1.a Ok:'f1'@cas R1.b not Ok (empty):'f1'@cas R2.a Ok:'f1'@cas R2.b not Ok (empty):'f1'@cas R3.a Ok:'f1'@cas R3.b Ok:'f1'@,Created an attachment (id=10232) bug_func.xml (test file),I ran your stylesheet using Xalan-C 1.7; Saxon 6.5.2; msxsl 4.0; and xt and got the same result using all four processors. I don't understand what you think the bug is; and the information you've provided is not helpful. If you still think this is a bug; please re-open this; and _attach_ a source file; stylesheet; and expected result file that clearly indicates the output you expect. Please make sure you attach the files -- pasting them directly into the bug report can cause problems when lines are wrapped.,,,,,,,,,,,,,
32383,,,,,,x,,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,Added unti test for JavaPropertyValueObjectFactory in SVN revision 648256. Marking bug as fixed.,I've committed a fix to handle the extra exceptions in SVN revision 648251. The exception now looks like: org.apache.tuscany.sca.core.factory.ObjectCreationException: Failed to create instance for property intField with value at org.apache.tuscany.sca.implementation.java.injection.JavaPropertyValueObjectFactory$ObjectFactoryImpl.getInstance(JavaPropertyValueObjectFactory.java:226) <stack trace snipped here> Caused by: java.lang.NumberFormatException: For input string: '' at java.lang.NumberFormatException.forInputString(NumberFormatException.java:48) at java.lang.Integer.parseInt(Integer.java:468) at java.lang.Integer.parseInt(Integer.java:497) at org.apache.tuscany.sca.databinding.impl.XSDDataTypeConverter.parseInt(XSDDataTypeConverter.java:771) at org.apache.tuscany.sca.databinding.impl.SimpleTypeMapperImpl.toJavaObject(SimpleTypeMapperImpl.java:280) at org.apache.tuscany.sca.implementation.java.injection.JavaPropertyValueObjectFactory$ObjectFactoryImpl.getInstance(JavaPropertyValueObjectFactory.java:224) ... 22 more,The cause of this issue is that the class JavaPropertyValueObjectFactory in implementation-java-runtime calls the simpleTypeMapper.toJavaObject() method which will throw NumberFormatException or IllegalArgumentException if the data it is attempting to convert is not valid. The fix for this issue is to add try/catch block for these two exceptions and make sure the Property name is in the exception.,,,,,,,,,,,,,,,
65869,x,,,,,,,please apply these two patches in the $SMX4.0/runtime/trunk & $SMX4.0/nmr/trunk respectively. As Guillaume's mentioned above: Define a deploymentListener in the filemonitor module. Define a JBI artifactDeployment Listener for dealing with JBI artifact; to transform it to OSGified bundle automatically. With these two little patch; users can put JBI artifact in the deploy folder directly to install & start it.,Sounds good. I think it's better than having people run an offline tool. Though maybe we could add this transformation automatically somehow. I mean; we may want to support WARs too at some point; and we will have the same kind of problems. So we need a way to plug in some transformations inside the file monitor maybe (instead of having lots of different deploy folders). Maybe you could have a look at that ? I think we need to define an interface like: public interface DeploymentListener {      /**       * Returns true if the listener can process the given file       */      boolean canHandle(File artifact);      /**      * Process the given file (canHandle returned true previously)      * Can return <null> or a pointer to a transformed file.      */     File handle(File artifact);       }  This interface could be defined in the FileMonitor bundle and the OSGi deployer could register one. We could also add one later for WAR deployments. Thoughts ?,I'd like the 2nd solution; we can keep an separate directory for storing 'pure JBI artifacts'; and then if users want to deploy the JBI artifact; then just simply copy it to the JBI-specific folder; and that's all. JBI offline tool for users are transparent. I have following user scenarios in my mind. Users would use OSGi OBR to install the sharedlibrary & component from Gshell console. Users would deploy their own SA; and simply copy it to the JBI-specific folder. and that's all. Any potential problems or cons on this approach??,Good question. I'm not sure too. I'm not sure how we want to release the NMR / JBI. Right now; I'm thinking about a simple collection of OSGi bundles that could be donwloaded automatically from the ServiceMix Runtime. I'm don't know how we can handle the shell scripts this way... Maybe we could think of another way to handle that: the jbi bundles could start a file monitor on another directory; where pure JBI artifacts could be dropped and the JBI layer would handle the transformation to an OSGi bundle and install it through the OSGi api.,As I looked at the servicemix-runtime; I am a bit unsure where the offline tool should be; in the $SMX_runtime/bin folder? But this seems belong to the jbi compatibility; not the runtime. Or how to use the offline in the smx-runtime??,Update the patch according to Guillaume's comment.,Good work ! Still; I have a few problems with the patch: i can't launch the shell script on mac (haven't looked why yet) does it work on other unix systems ? If you don't have any available; i can handle that the tool only handles components so far; we need to also handle SLs and SAs by extracting the informations from the jbi descriptor if available or from the manifest if not the shell scripts includes the version number which is a really bad idea; as it would require manual editing before releasing. There are two solutions to that: just rename the jar 'convert.jar' or use the the maven resource filtering to put the version number at build time (i'd rather use the first one).,little polish on the offline.Main method. Add convert.sh/bat in the distribution; also package the offline.jar in the bin/ folder; actually; I am thinking may be we can add another folder called 'lib' for storing bin's depened library?? The offline doesn't seem to fit the 'system' folder; which will be installed as OSGi bundle by default.,,,,,,,,,,,
19905,,,,,x,,,Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.,,,,,,,,,,,,,,,,,,
