id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20625,,x,,,,,,Integrated in Apache Wicket 1.4.x #200 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/200/]) åÊåÊåÊåÊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34486,,,,x,,,,Odd that you can't get the attached to build as it builds fine for me with the current latest code; never mind because I've tried it for you and yes this has fixed the problems and it now works. Thanks Jim! (Side note; I agree 100% about moving all the non-Java container specific tests out of the java container project),I think I fixed the issue but I can't get the attached to build on my machine so I am not sure if the web services binding will work. I have checked in unit tests that rely on the foo binding in container-java that exercise this core feature: org.apache.tuscany.container.java.integration.binding.EPtoExternalServiceTestCase org.apache.tuscany.container.java.integration.binding.ExternalServiceProxyInvokeTestCase Ideally; I would like the unit tests to be in core but pending what we decide on integration testing; I did not want to duplicate the test binding in two places (test classes can't be shared between projects). If this doesn't fix the problem; can you send a testcase demonstrating the issue so I can help address it? Thanks; Jim,This is not a problem with the SCA Tomcat integration. This is a problem with the core runtime; similar to the bug reported in TUSCANY-123. Jim; could you please look into this one as well as part of your investigation of TUSCANY-123? Thanks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,,,x,,,,You should also consider using Avro for the marshalling/unmarshal of the records. http://avro.apache.org/ Lots of benefits - in particular it's cross-language. Re writing to disk - perhaps just re-use the ZK WAL code and write to a disk that's not storing the transactional log.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20237,,,,x,,,,See my comment in WICKET-3093.,I am using AjaxFormComponentUpdatingBehavior on autocompletetext field. below is the code snippet. åÊautocomplete.add(new AjaxFormComponentUpdatingBehavior('onchange'){ åÊåÊåÊåÊåÊåÊåÊåÊ private static final long serialVersionUID = 1L; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊprotected void onUpdate(AjaxRequestTarget target) { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊtarget.addComponent(getFormComponent()); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ} åÊåÊåÊåÊåÊåÊåÊåÊåÊ}); please try it an the defect is recreatable.,Mark this as duplicate of WICKET-3093.,tried; could not reproduce. closing until quickstart is provided.,wicket-examples (latest 1.4.x) > ajax > autocompleter works without any problems on my IE6 here. Please provide a quickstart that reproduces the problem or give more details about the setup.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13391,,,x,,,,,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course; XWorkBasicConverter fails to convert successfully and throws an XWorkException; then it is downhill from there on. When attempting to find the method to call in OgnlRuntime it appears to look for a String parameter; when it should be looking for the java.sql.Timestamp parameter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74301,,x,,,,,,Applied in r648154. Thanks!,The OAuth parameters are always urlencoded. The question is; where do they go. The OAuth spec specifies three potential places: the Authorization: header; the URI query part; or the POST body. The latter location only works; however; if the POST body is already of the right type (x-www-form-urlencoded). The code currently gets this wrong (attempting to add urlencoded OAuth parameters to any kind of POST body); and generally doesn't let you specify which of the three places you want your parameters to go. After the patch; they will go by default into the Authorization: header; which will work both with GETs and with POSTs of any MIME type.,I seem to recall Brian mentioning that OAuth only supported urlencoded (using their strict urlencoding definiton) requests. Is this not the case? Maybe I should just read the spec; eh?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62999,,,x,,,,,@Noble Paul I cooked something resembling a backport here SOLR-3079,Yes; we can; can u post a patch @jason ?,Can we look at backporting this one to 3.x; given 4.x is a little ways off?,I have committed it to trunk. We may need more iterations to clean it up,This time use a factory to create shardHandler  <requestHandler name='standard' class='solr.SearchHandler' default='true'>     <!-- other params go here -->        <shardHandlerFactory class='HttpShardHandlerFactory'>          <int name='socketTimeOut'>1000</int>         <int name='connTimeOut'>5000</int>       </shardHandler>   </requestHandler>,Noble; the Jira issue is HBASE-3529 where much of the code is offline on Git because of the different pieces involved. That being said; I've linked the various Lucene and Solr Jira issues that are required to implement Solr in HBase; eg LUCENE-2919 and SOLR-2563.,Got a 3 day weekend; so I won't likely look at nobles patch more till next week - I def will still take a peek and weigh in; but this is simple enough that I don't mind if we just commit and iterate on trunk if necessary in further issues.,Jason. Open an issue and I will be glad to pitch in,@Noble I agree; I don't think committing this patch should hold things up. That was just a little note. I've been looking at implementing Solr into HBase and am worried [somewhat] about the ZK libaries. HBase + Solr can help with massive scale near realtime systems you've described; eg; HBase implements splitting; partitioning; a fast write ahead log; etc. Facebook has implemented the index directly into HBase; which probably offers degraded indexing and search performance. We badly need the cloud features now Right; many users are going with Elastic Search for the reasons mentioned.,Jason; Yeah ; it would be ideal. But we need to get things moving fast enough so that users can get the benefit ASAP. We badly need the cloud features now. I'm sure there are others too. We have clusters with 1000's of Solr hosts which are managed w/ ad-hoc tools.,I think it could conflict with other uses of Zookeeper when the library versions are different. Yeah - always a problem with dependencies like this. It's hard to say what direction we go right now though - some have argued even non zookeeper mode should be single install zookeeper mode instead. Has it's advantages and disadvantages I think. For me; I can really only take it an issue at a team; and while I hope to drive some more things around SolrCloud soon; it's obviously been a while. Others have some issues open; but more ideas are always good. I certainly agree that CoreContainer could be modularized better - would help for testing too. I have an issue to do this for the persistence code (baby steps ); but feel free to open further issues. I somewhat took the easy route in integrating zookeeper - there are certainly lots of improvements that could be made overall. And TODO's to finish - I think a couple guys have done a few from the wiki in various issues; and I know loggly has privately impl'd a couple from their talk at revolution (would be cool to see that come back; but I know they are busy guys). I love TODO's - minimal effort; but when you put one at a future pain point; your code doesn't look so stupid even when it's not perfect yet We should discuss in other issues though.,Seems to be fine. It'd be great to modularize Zookeeper references into a separate abstract interface (like what's done here); and not tie it to CoreContainer. I think it could conflict with other uses of Zookeeper when the library versions are different.,I can look at this latest patch soon Noble. We should also give Jason a fair amount of time to weigh in.,This might need some more cleanup; but I think it is close to a state where it can be checked in.,Even the checkDistributed() method is abstracted out to ShardHandler. The current HttpShardHandler (this is default) takes care of zookeeper also,What are the concerns with the latest patch? I can work on them. I guess this is the optimal way to resolve SOLR-2592,Same as the previous patch w/ standard configuration,Jason; the configuration which I have specified lets you do ShardHandler specific configuration. It goes well with the general Solr configuration.  <requestHandler name='standard' class='solr.SearchHandler' default='true'>     <!-- other params go here -->        <shardHandler class='HttpShardHandler'>         <!-- To be implemented-->         <int name='httpReadTimeOut'>1000</int>         <int name='httpConnTimeOut'>5000</int>       </shardHandler> </requestHandler>  Creating a new instance per request is not wise.,Does this patch incorporate any of Nobles feedback/patches? Any reason we want to create a new ShardHandler every request?,Hang - might have gotten bit by JIRA's new patch sorting bs - used to just do it right and I prob had it sorting wrong or something. Just gave it one last go and the patch applied cleanly.,Can you update your patch to apply without the hunk failures? Tests will not pass for me locally with the current patch.,I just downloaded http://svn.apache.org/repos/asf/lucene/dev/trunk and applied the patch; and test-core passed. However the patch command mentioned specific hunks; though there was no .rej file.,So my bad - looks like this patch is for 3.x - need to do it for 4 and port back.,I've got to look a little closer here - there was a conflict on trunk - naively just fixed it to compile and now I'm getting errors that are perhaps ip6 related? Need to investigate. java.lang.IllegalArgumentException: Invalid uri 'http://[::1]:33332/solr|localhost:53574/solr/select': escaped absolute path not valid,I think this patch looks good; mark I think we should commit this soon. simon,No worries mate!,I'm guessing Noble doesn't have a lot of free time for Solr these days based on how much he has popped up recently. I'm headed to Germany for a while; but I'd be happy to look at this issue as soon as I get a chance. Might even be able to start later today if my final buzzwords slides start coming together.,Methods moved up into abstract class ShardHandler. All tests pass.,Here's a patch updated to trunk.,What's the status of this one?,Bulk updating 240 Solr issues to set the Fix Version to 'next' per the process outlined in this email... http://mail-archives.apache.org/mod_mbox/lucene-dev/201005.mbox/%3Calpine.DEB.1.10.1005251052040.24672@radix.cryptio.net%3E Selection criteria was 'Unresolved' with a Fix Version of 1.5; 1.6; 3.1; or 4.0. email notifications were suppressed. A unique token for finding these 240 issues in the future: hossversioncleanup20100527,Still needs to eliminate the ResponseBuildr#shards field. We have no means of knowing the no:of of shards available in the prepare phase.The ShardHandler decides just in time the no:of shards available at any given point in time.,Search component is agnostic of the actual shards now. Some more work to be done to remove dependency on the ResponseBuilder#shards field by components.,sample of setting up a new ShardHandler   <requestHandler name='standard' class='solr.SearchHandler' default='true'>     <!-- other params go here -->        <shardHandler class='HttpShardHandler'>         <!-- To be implemented-->         <int name='httpReadTimeOut'>1000</int>         <int name='httpConnTimeOut'>5000</int>       </shardHandler>   </requestHandler>,The MultiShardHandler interface should automatically handle the shards and the search handler should be agnostic of the shard names . The MultiShardHandler interface can be simplified to this  public interface ShardHandler {     public List<Callable<ShardResponse>> submit(ShardRequest sreq; ModifiableSolrParams params);    },Same as the previous,Changed SearchHandler.getCommComponent to getMultiSearchHandler,should we have a separate plugin in solrconfig.xml like  <shardHandler class='ZkHadoopRpcHandler' name='zk'>         <str name='zkServer'>http://foo</str> </shardHandler>  and in the SearchHandler configuration it may have a reference to this  <str name='shardHandler'>zk</str>  This will help the Handler to have its own configuration,Changed the class names to the MultiShardHandler theme Added Apache license headers,Well; it's not always used in distributed mode (see MultiEmbeddedSearchHandler where we're querying multiple local cores); so DistributedCommComponent wouldn't work either. Maybe MultiShardHandler?,is it the best name ?. It somehow does not suggest that it is used for distributed search .,All tests pass (except the unrelated DirectUpdateHandlerTest),This code was originally created when integrating Katta.
75082,,x,,,,,,I intend to close this issue as fixed in a week's time. Please post your comments if you're able to test by then.,Ported to J5 branch and completed TODOs from r620242.,Thanks for your fix. I will try to test for it.,Please try building from trunk; and if possible; let us know how things go (see changes in r620242: http://svn.apache.org/viewvc?rev=620242&view=rev ). Leaving issue open for now.,Thanks for the test case and the proposed fix. Looks good; except that the else clause might need to be an else if. I am traveling till end of this month; and largely offline; but I will try to find time to get the fix in soon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33755,,x,,,,,,Closing the issue now that it has been resolved.,Checked in a small fix for this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9989,,x,,,,,,Xalan-Java appears to be operating correctly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59616,,x,,,,,,Closing this since it was committed in 1.4.0. Fixing tests is covered in SQOOP-397.,Integrated in Sqoop-jdk-1.6 #62 (See https://builds.apache.org/job/Sqoop-jdk-1.6/62/) SQOOP-354 SQOOP needs to be made compatible with Hadoop .23 release blee : http://svn.apache.org/viewvc/?view=rev&rev=1199149 Files : /incubator/sqoop/trunk/src/test/com/cloudera/sqoop/lib/TestLargeObjectLoader.java /incubator/sqoop/trunk/src/test/com/cloudera/sqoop/mapreduce/db/TestDataDrivenDBInputFormat.java /incubator/sqoop/trunk/src/test/com/cloudera/sqoop/testutil/MockObjectFactory.java,Here's an update to the latest patch that Tom posted. This makes Sqoop build. If you want to keep up with the latest versions of this patch check it out from Bigtop.,Apply SQOOP-354-0.23.0-SNAPSHOT.patch in addition to SQOOP-354.patch if you want to run against 0.23. (Not for commit.),Reviewboard: https://reviews.apache.org/r/2758/,It turns out that Mockito isn't needed; since MockObjectFactory was only being used by TestLargeObjectLoader; and then only to configure the output committer. I've simplified the test so that it doesn't use an output committer (since that isn't a part of the behaviour being tested); and now MockObjectFactory is no longer needed. Also; HadoopTestCase wasn't really being used; so I've removed that dependency too. The tests that I've changed work on both 0.20 and 0.23; so I think this change can be committed. Please review. Having a switch to build on either 0.20 or 0.23 should be tackled in another issue.,More precisely; the Hadoop test JARs are being published; but the HadoopTestCase class has not been moved to the Maven part of the build; so is missing from the test JARs. See HADOOP-7590.,Here's a patch to demonstrate the problem. Changing the Hadoop dependency to 0.23 necessitates an incompatible change to MockObjectFactory. This is similar to the changes covered in BIGTOP-162; and which are handled either via shims (an interface whose implementation is conditionally compiled according to the Hadoop target version) or via mock object libraries. Since the changes to Sqoop are only in the tests; using a mock object library is probably most appropriate. Are folks open to adding Mockito (say) as a Sqoop dependency? The other problem; not fixed in the patch; is that the Hadoop test classes (in particular HadoopTestCase) are not yet published to a Maven repository; so it's not possible to compile TestDataDrivenDBInputFormat.,Roman: have you tried excluding the extra transitive dependencies?,This is .23 related. The root cause as far as I can see is the Mavenization of Hadoop. Ivy gets confused because of extra transitive dependencies that it fetches from the .23 pom files.,Is this for 0.23 or 0.22?,A dep. problem? [ivy:resolve] 	==== maven2: tried [ivy:resolve] 	  http://repo1.maven.org/maven2/org/apache/velocity/velocity/1.7/velocity-1.7.pom [ivy:resolve] 		:::::::::::::::::::::::::::::::::::::::::::::: [ivy:resolve] 		::          UNRESOLVED DEPENDENCIES         :: [ivy:resolve] 		:::::::::::::::::::::::::::::::::::::::::::::: [ivy:resolve] 		:: org.apache.velocity#velocity;1.7: not found [ivy:resolve] 		::::::::::::::::::::::::::::::::::::::::::::::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053,,,,x,,,,Robert; åÊåÊåÊåÊYour patch is in; please help verify; thanks. Rgds; PeiYong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77769,,,,x,,,,Closing resolved but not fixed (i.e.; duplicate; invalid; cannot reproduce; etc.) issues.,That last comment (about formatters listed multiple times) could be the source of the other problems. This may be a JRoller specific configuration problem; not a general Roller prolem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61104,,,,,x,,,I hope someone can fix this; but I know that at this time it's not something I can tackle without generous hand-holding. If there are no takers soon; I'll go ahead and close the issue. This is part of an effort to close old issues that I have reported. Search tag: elyograg2013springclean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44952,,x,,,,,,As suggested above; I moved the detector classes from o.a.t.detect to o.a.t.parser subpackages in revision 1159985. That should complete the last remaining open issue with this feature; so resolving as fixed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12834,,x,,,,,,Integrated in Struts2 #551 (See https://builds.apache.org/job/Struts2/551/) WW-3914 solves problem with returning always system implementation of FileManager (Revision 1405930) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/xwork-core/src/main/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactory.java /struts/struts2/trunk/xwork-core/src/test/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactoryTest.java,Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57772,,,,,x,,,forgott to reslove: Actually this was fixed with http://svn.apache.org/r1459344 (21.March.2013),Looks like that updating the ContextClassloader results in a SecurityException under Ubuntu. Mac and Debian do now seam to cause this. Exception taken from Jenkins build 1324 java.security.AccessControlException: access denied (java.lang.RuntimePermission getClassLoader) at java.security.AccessControlContext.checkPermission(AccessControlContext.java:374) at java.security.AccessController.checkPermission(AccessController.java:546) at java.lang.SecurityManager.checkPermission(SecurityManager.java:532) at java.lang.Thread.getContextClassLoader(Thread.java:1364) at org.apache.stanbol.enhancer.engines.tika.TikaEngine.updateContextClassLoader(TikaEngine.java:402) at org.apache.stanbol.enhancer.engines.tika.TikaEngine.computeEnhancements(TikaEngine.java:270) at org.apache.stanbol.enhancer.jobmanager.event.impl.EnhancementJobHandler.processEvent(EnhancementJobHandler.java:271) at org.apache.stanbol.enhancer.jobmanager.event.impl.EnhancementJobHandler.handleEvent(EnhancementJobHandler.java:189) at org.apache.felix.eventadmin.impl.tasks.HandlerTaskImpl.execute(HandlerTaskImpl.java:88) at org.apache.felix.eventadmin.impl.tasks.SyncDeliverTasks.execute(SyncDeliverTasks.java:221) at org.apache.felix.eventadmin.impl.tasks.AsyncDeliverTasks$TaskExecuter.run(AsyncDeliverTasks.java:110) at EDU.oswego.cs.dl.util.concurrent.PooledExecutor$Worker.run(Unknown Source) at java.lang.Thread.run(Thread.java:662) moving the updating of the ContextClassloader into the doPrivileged(..) Block should solve this,starting with http://svn.apache.org/r1451480 the TikaEngine resets the context ClassLoader to the Bundle ClassLoader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45050,,,,,,x,,Actually I think I already applied similar changes when doing the POI 3.6 upgrade in TIKA-353. Resolving as fixed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36911,,,,,,x,,This is on top of http://svn.apache.org/repos/asf/myfaces/trinidad/branches/2.0.0.1-branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79349,,x,,,,,,Closing old resolved issues,Thanks William to report this. I updated the page and I will verify later today that other instructions are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56783,,,,x,,,,This test is not appearing in the nightly build results. When it does (and is passing); I'll close this issue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,,,,x,,,Please consider contributing your ruby binding; we'd love to include it in the release along with python; perl; etc...,Epilogue: I spoke too soon; I guess I had been staring at the data for too long. Some parts of the Stat struct were getting repointed or overwritten by the time the values were shuttled into the Ruby glue. Aside from the variation between 32b and 64b; the variations were repeatable (always the same changes; always the same wrong data); so I thought I saw something that wasn't there. Properly duping the struct before passing to the Ruby thread resolved it.,Sorry; some of the data included is invalid. I'll repost when confirmed; if necessary. :-/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28310,,,,x,,,,Change the element type of 'attributes' to FSAttribute.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67087,,x,,,,,,resolved,Added 2.7.7 version of antlr to assembly and feature.xml,reopened because solution not optimal reverted above change,import for antlr is now: antlr*;version='[2.7.6;4)'  The bundle has to be released again and put to assembly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26184,,x,,,,,,patch applied.,If a directive implementation sees it's parameters are constant; it could evaluate them at initialization time; and substitute a more efficient version for evaluation at runtime.,A simple patch; don't mind applying it; but I'm not sure I understand why this is needed. Can you give a use case when this would be helpful?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29014,,x,,,,,,applied patch; slight indentation reformating. Thanks Tommaso!,patch with above modifies supplied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77185,,x,,,,,,Closing all resolved/fixed issues of already released versions of Roller.,Done in trunk; before 3.0 branch,1) Apache license headers applied to all files. 2) Entire application repackaged from org.roller to org.apache.roller. 3) The Enhanced JavaScript editor (editor-text-js.jsp) has been completely removed from Roller (LGPL) 4) The Weblog Entry spell checked has also been completely removed from Roller (LGPL) Fixed and tested on BSC;Sfbay and Blogs-tst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70304,,x,,,,,,Fine. So I resolve this with just upgrading the used SLF4J API,>So can we then resolve this with just upgrading the exported SLF4J API and without the spi and helpers export ? I think so,So can we then resolve this with just upgrading the exported SLF4J API and without the spi and helpers export ?,Both mina and karaf have now been fixed.,I get it now; I wasn't seeing the spi dependency; but it's transitive via helpers. In any case; mina is fixed in trunk (2.0.0-RC2-SNAPSHOT) so that it no longer depends upon either spi or helpers.,The jar included with servicemix 4.2.0 is mina-core-2.0.0-RC1.jar. I haven't modified it at all.,Jason - what version of mina are you using? trunk depends upon org.slf4j.helpers; not org.slf4j.spi.,Reverted the export of the slf4j.helpers and slf4j.spi packages in Rev. 995563.,Reopening to resolve this veto.,-1 on exporting spi and helpers. These packages are for implementers of SLF4J; not API consumers. The only exports from commons log should be logging APIs. If we decide to expose an SPI; that should be done in a Sling package and then mapped internally to the bundle to the SPI of whatever implementation we happen to be using at the time.,Thanks for the information. I have applied your patch in Rev. 995520.,I moved spi/helpers to the private packages header again and got the following bundle problems: org.apache.felix.karaf.features.core [14]: package; (&(package=org.slf4j.helpers)(version>=1.4.0)(!(version>=2.0.0)))) org.apache.mina.core [25]: package; (&(package=org.slf4j.spi)(version>=1.5.0))) org.apache.felix.karaf.shell.log [30]: package; (&(package=org.ops4j.pax.logging.spi)(version>=1.4.0)(!(version>=2.0.0)))) (this still persists when I move the headers back because it's a dependency on pax; which I removed) I'm using servicemix 4.2; which uses karaf 1.4.0. I know this is a pretty old version of karaf; but I've been pretty hesitant to switch to 2.0.0 because of all the unknown regression issues that might pop up.,Thanks for providing the patch. I agree with updating to the 1.5.11 version of slf4j API (and helper bundles). But I am a bit unsure about exporting the spi and helpers packages. Do you have bundles importing these packages ? and to what avail ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50483,,x,,,,,,Integrated in tapestry-trunk-freestyle #511 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/511/]) åÊåÊåÊåÊTAP5-1628 minor rewording (javadoc only) bobharner : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167084 Files : * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractField.java * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/components/Submit.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50490,,x,,,,,,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) åÊåÊåÊåÊTAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java,Integrated in tapestry-trunk-freestyle #514 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/514/]) åÊåÊåÊåÊTAP5-1621 - Fixed Object[] -> Boolean joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167386 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/main/java/org/apache/tapestry5/ioc/services/TapestryIOCModule.java,Integrated in tapestry-trunk-freestyle #513 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/513/]) åÊåÊåÊåÊTAP5-1621 - TypeCoercer change: replaced Long -> Boolean with Number -> Boolean. Added Object -> Boolean joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167289 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/main/java/org/apache/tapestry5/ioc/services/TapestryIOCModule.java * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java,Need to update the diagram to represent the change. http://tapestry.apache.org/typecoercer-service.html,A workaround is to add the following coercions to your AppModule. public static void contributeTypeCoercer(Configuration<CoercionTuple> configuration) { åÊåÊåÊåÊåÊåÊåÊåÊ/** åÊåÊåÊåÊåÊåÊåÊåÊåÊ* Prevent toString() conversion to get to boolean åÊåÊåÊåÊåÊåÊåÊåÊåÊ*/ åÊåÊåÊåÊåÊåÊåÊåÊconfiguration.add(CoercionTuple.create(Object.class; Boolean.class; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊnew Coercion<Object; Boolean>() { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊpublic Boolean coerce(Object input) { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊreturn input != null; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ} åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ})); åÊåÊåÊåÊåÊåÊåÊåÊ/** åÊåÊåÊåÊåÊåÊåÊåÊåÊ* Number -> Boolean - make sure that Object -> Boolean isn't used! åÊåÊåÊåÊåÊåÊåÊåÊåÊ*/ åÊåÊåÊåÊåÊåÊåÊåÊconfiguration.add(CoercionTuple.create(Number.class; Boolean.class; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊnew Coercion<Number; Boolean>() { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊpublic Boolean coerce(Number input) { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊreturn input.byteValue() != 0; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ} åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ})); åÊåÊåÊåÊ},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70122,,x,,,,,,applied patch (thanks) in r1055887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15560,,,,,,x,,Since no additional information has been provided and we can't duplicate; I'm marking this resolved. Please reopen if you can provide additional information that helps us replicate the problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15330,,,x,,,,,As of r438174 ; the shopping-cart is parked in the sandbox (sandbox/struts2/apps/shopping-cart) waiting to see if someone's wants to maintain it; but it hasn't been removed from the repository yet.,Resolving as won't fix; because the shopping cart example app has been removed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80738,,,,x,,,,Rejected for 0.20. Allow me to clarify my position. I was prepared to accept this for 0.20. Right or wrong; it's by all accounts the dominant convention for similar .i files from other projects; and that's good enough for me. However! It depends on QPID-4207; and that's much too big change to dist metadata for our final release candidate. This will have to wait.,I disagree with Gordon. Generating bindings is a client development activity in my view. With the .i files exported in this way developing bindings is no longer restricted to those with access to the qpid tree; but the only requirement to develop a new client binding is the client include files. This strong decoupling is a very good thing from my point of view. Obviously you wouldn't export .i files that relate to individual bindings to the include files; but the .i that give the general typemaps that are useful for every binding and point at all the necessary include files seem like very good candidates for export to me.,Personally I find this odd. They are not needed for 'client development' in my view; but for generating the bindings. They are source components of the bindings not installable artefacts of the client library itself.,This is committed in r1420320. http://svn.apache.org/viewvc?view=revision&revision=1420320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
